Column1;Page Url;date-post;Text;Date Stay;title-text;nama-responden;rev;Aspek
320;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2335-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;NarelleDM wrote a review Jan 2015;"Stayed at the Double Six for a week and had an absolutely wonderful time. Started with the smooth check in which occurred in the suite, the welcome cocktail brought in by the butler was really yummy. The room was huge and had the best view of the ocean, even when we're lying on the bed. The bathroom was so spacious, well designed and the Hermes products were well appreciated. We dined at the Plantation on our first night and we were very impressed with the choice and quality of the food, it had a very romantic and luxurious atmosphere. We had dinner at the Italian restaurant with friends, it was one of the best Italian meal we've had. The best was the breakfast menu, so much to choose from. Overall the service and friendliness of the staff were outstanding. We enjoyed the; …";Date of stay: January 2015;Wonderful 20th Wedding Anniversary Celebration.;NarelleDM;Positive;
321;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or305-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Jason H wrote a review Apr 2019;Stayed at this hotel for 7 nights. Amazing service. The Plantstion Restaurant is a must. This hotel will not disappoint. This location is the best. Rooms are lovely Ammenities are fantastic. Service is very quick.;Date of stay: April 2019;6 star experience!!;Jason H;Positive;
322;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2570-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;AprilPhillips wrote a review Jul 2014;"Stayed at this Magnificent resort by accident really after usual place was booked out - Phenominla experience. Greeted by friendly, efficient staff who could not do enough to satisfy any request. The hotel is only new and is still under going work to a roof top restaurant. Due to be open in August 2015. The rooms are spacious and extremely well fitted out. Extra touches like mood lighting to rooms and under bed led lighting. Extremely well fitted out mini bar, bathroom accessories. This resort has a 120 metre lap pool encompassing the resort from one end to the other and is beach front. The in house italian restaurant is already rated among the best in Bali. The breakfast in this restaurant was to die for. Would stay there again in a flash cant speak highly enough of; …";Date of stay: July 2014;How can you review a hotel if you haven't stayed there?;AprilPhillips;Positive;
323;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2390-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Stayed for 7 days with a friend, on arrival we said we had landed in paradise. The rooms are amazing and pool area fantastic. But after the first night of very loud music coming from Cocoon next door till 11pm, then very, very loud music coming from the bar over the road till 6am, we were considering going back to the hotel we had just stayed at for 4 nights in Kuta. The next morning we discovered ear plugs in the amenities box and had to sleep with them every night till we left. We made friends with ladies around the pool who asked us if we were going to Happy Hour that night, they had a flyer in their room (we didn't get one) we met them at the Italian Restaurant at 6pm and discovered only us four and two other people were their also. Information from the hotel is very poor; …"; ; ; ;Positive;
324;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2425-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Stayed for 8 nights in late October/early November and would be back tomorrow if we could. From pick up at the airport to the in room check-in. From the hugely impressive suite with its heavenly bed, gorgeous balcony and sea views, to the trendy and well managed spa. From the excellent and friendly staff to the incredible ""order ANYTHING"" breakfasts. This hotel is just wonderful. Superb position, cool and trendy, beachfront, incredible rooftop bar, I could go on and on and ON!!! It was the perfect getaway for a couple needing some quality time. We won't stay anywhere else next time in Bali. Keep up the good work all you lovely peeps at Double Six!!!"; ; ; ;Positive;
325;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2360-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Stayed here as a family of four for seven nights in December. We all loved this hotel and would definitely recommend it. We travel frequently and have visited Bali itself over twenty times and so I can say that the service, rooms, food and cleanliness here is as good as it gets. The hotel wasn't quite as large as I expected...which was a good thing, however the hotel rooms/suites themselves are very spacious and well appointed. The food at Seminyak Italian is great and the ala carte breakfast served there each morning is absolutely excellent. The spa is exquisite and has a wide range of treatments. The pool is big and despite the hotel being fully booked, we never experienced trouble getting sunbeds. The location is also great; on the Seminyak/Legian border. A bit of a hike; …"; ; ; ;Positive;
326;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or125-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Stayed here for 3 days with 2 kids (3yo &amp; 8yo). Minimum facilities, additional USD50 for kids above 3, no grass field or playground for kids even 1sqm. Near the beach, room is clean, view facing wall, staff is attentive, breakfast on Wed &amp; Sun are great, the rest is a la carte. Conclusion: too expensive for such facilities and totally not suitable for family vacation."; ; ; ;Positive;
327;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or290-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Stayed here for 4 nights in April 2019. The check-in system of doing it within your room is brilliant and feels very personal. The facilities of the hotel, pool, roof top, restaurants are all brilliant. Staff tried their best to be helpful and normally were, however we had a couple of issues which stopped us from rating this as 5/5. We were in a suite on the top floor and the A/C was not great, even on Maximum, the temperature never got below 25 degrees C. Coming from Hong Kong, we're used to the heat, but even we struggled to sleep. The staff tried to be accommodating, by giving us a different room but the rooms were either very loud (next to the beach clubs) or were damp inside. It was annoying as we had to explain the situation to multiple managers who didn't seem to pass; …"; ; ; ;Positive;
328;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2470-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;kaz212014 wrote a review Oct 2014;Stayed here for 8 nights , the hotel is clean and busy ... But what a joke the service is .. Over 60 minute wait for cold food followed by cold toast 10 Minutes later to follow the food sent back to be cooked as requested ...one time you forgive but everyday you Rembrandt , it isn't cheap, they say 5 star .... So where is the service that you should have, people get up and leave ...they can't wait all day for food ... A joke !!!!;Date of stay: October 2014;6/6 FOR DOUBLE-SIX!!!!!;kaz212014;Negative;
329;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2395-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Stayed here for a week and was blown away by the attention to detail, from the check in carried out in our suite, to our personal butler who catered to our every need. This place exudes a 'yes we can attitude' and nothing is too much trouble. The restaurant, Seminyak Italian has a fantastic menu with well trained staff. The Rooftop bar is an incredibly well designed space which takes advantage of the setting sun. The pool and beach club are the envy of many. The staff are so genuinely engaging and interested in the guests, because that's exactly how the General Manager and Guest Relations Managers are. Well done to everyone at Double Six, thank you and we will definitely return.; ; ; ;Positive;
330;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2380-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Gizmo008 wrote a review Dec 2014;"Stayed here n November . Great location on the beach and close to good restarants Room was amazing and we were up graded which was lovely . However feel there is a few teething problems . I was there for 7 days and each day I found it hard to get a chair by the pool The pool guys were very accomadating mand did try there best At all times but there was just to many people and lack of chairs . At 9 00 am you could sit in the restarant over looking the pool and see most sun chairs all had been taken with towels on them but hardly any one in the pool .. This I find very annoying .. breakfast was not your normal buffet . Alcarte .. The food was ok but some mornings we waited over an hour for our breakfast and it was really very hot at times .. Bread was 3 choices white ,; …";Date of stay: December 2014;Outstanding;Gizmo008;Positive;
331;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2605-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Stayed here to try while this place was getting built (some rooms are ready spa and gym ect aren't ready yet) This place is amazing, and it's going to be so much better once finished!! Like no luxury we've ever had and we always stay in nicer hotels. TV in front of the bath, use of hermes soaps/hair product, movie selection on tv. Complementary bar fridge that refills every day. Mood lights. List goes on! The staff couldn't do more for you, and I felt like they were very genuine and excited to look after us. Spoilt rotten. Felt like royalty. We came here with family (kids are teenagers) and they had a great time. Very good location too!! At the same time can't hear a thing in the rooms, must be sound proof! Can't wait to come again!!; ; ; ;Positive;
332;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or130-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Lou P wrote a review Sep 2019;"Stayed in the penthouse for two nights as a celebration and it was well worth it. The penthouse had two levels, first level for bedrooms and second level for entertainment area and balcony with jacuzzi. Amazing sunset views from the balcony as you are looking right over the beach. Breakfast was served in the main hotel restaurant with unlimited service. We got room service quite often as the food was very reasonable priced for a 5star hotel and we thought it was actually going to be more expensive. A negative thing to comment though is that we called at 11.02pm for a pizza and she said the pizza was unavailable as of 11pm, I thought that was a little silly, so we just had burger instead. I would strongly recommend to book the penthouse even just for one or two nights to; …";Date of stay: September 2019;SERVICE PERSONIFIED;Lou P;Positive;
333;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or35-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Sam Hardy wrote a review Feb 2020;Stayed seven nights at this hotel, lovely rooms with an ocean view which was great to wake up and sit on the balcony with a coffee in the mornings. Pool was great, hotel very clean and tidy, staff fantastic, restaurant food magnificent, ate at the Plantation Grill one night which also featured a Soprano singer strolling through the guest while they enjoyed their meals, nice touch, would highly recommend this hotel;Date of stay: February 2020;Absolutely amazing;Sam Hardy;Positive;
334;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or100-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Staying at the Double-Six in a plunge pool room with butler service is an amazing experience. Services are impeccable, staff is warm and kind and professional at the same time. Facilities are outstanding, have a drink at the rooftop bar and watch the sunset. Plantation Grill restaurant serves delicious food. The vegetarian/vegan room service menu is the best I have ever seen and tasted. If I return to Bali I will certainly stay at the Double Six again.; ; ; ;Positive;
335;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2495-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Samantha Z wrote a review Sep 2014;"Superb rooms, facilities, pool and features such as good size balconies. Perfect aspect on the beach shaded by trees. Flawless staff and service. Fabulous roof-top bar, perfect for sunset. The big let-down is the filthy, foul smelling canal that runs behind the property directly into the sea. This means a real danger of dengue and other mosquito-borne diseases and staying in this area means constant vigilance to make sure every part of the body is covered by repellent. This gets to be a bit of a pain after a while. The owner/developer has many properties in the area and it would be in his interest to make a socially responsible commitment to the locals and guests to help clean up the canal. It's certainly do-able. One other mild criticism is the noise (and I mean noise!) of the; …";Date of stay: September 2014;WOW Factor!!!!;Samantha Z;Positive;
336;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2495-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;ShazzFromBeechworh wrote a review Sep 2014;"Thank you Double Six for making our holiday to Bali so memorable! When we first arrived our butler informed us that we had been upgraded from an Ocean Facing Leisure Suite to a Pool Access Leisure Suite. Now ...that was worth it! Our suite was stunning. It had a comfy king size bed, excellent bathroom amenities (one of the best we have ever encountered), big bath with a tv, mood lighting, excellent sound system (just plug your iphone into the speaker system and instant music) and modern decor with block out curtains. Whilst at the Double Six, we enjoyed everything that they had to offer - massages at the Aqua Perla Spa - they even let us pool our 15mins a day (which was included in our booking) into one big 90 min massage. Loved the massage and the experience of the day; …";Date of stay: September 2014;Perfect!!;ShazzFromBeechworh;Positive;
337;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2530-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Thank you for making our honeymoon special, thank you Dheeraj Bagai for the wine and the romantic dinner on the beach, we will remember our honeymoon forever. Special mention for the great breakfast i recommend for the future guests and honeymooners, the room with the ocean view is just fantastic, the tendant service of the room twice a day is very nice after a long day at the beach. In conclusion we had a great time in this hotel!; ; ; ;Positive;
338;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or130-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"The amenities, service and all staff could teach a few new ways of providing outstanding service to a lot of hotels on the planet. from breakfast, to the team at the pool bar and the crew in the spa and each of the superb eateries in this hotel.... i tip my hat and congratulate the management team for putting together a group of caring individuals that meant nothing was too hard and the butler service was a great addition to the level of the overall experience. yes this is a beach front spot and having the water view allowed us to witness glorious sunsets. the beach here is not clean enough to swim. the sewer outlets are close by and the sand is black in spots and even when the waves roll over you can see the sludge and filth. put this hotel on a pristine beach with a beach; …"; ; ; ;Positive;
339;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or200-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Lemonrusky wrote a review Jul 2019;The best service you could have, staff were friendly and tentative, careing always smiling, great facilities very clean and tidy hotel. We enjoyed food and friendliest breakfast staff (Linda) we will recommend Double Six to all friend's and Family. Thank you kindly;Date of stay: June 2019;Absolutely great!;Lemonrusky;Positive;
340;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2320-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Pieta F wrote a review Jan 2015;The best service! And the place is awesome! Cannot recommend highly enough! Upon arrival we were upgraded to poolside room. The rooftop bar, plantation grill and Italian restaurant were all top class! Not to mention the departure lounge they provided after check out!;Date of stay: January 2015;Amazing!;Pieta F;Positive;
341;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or320-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"The Double Six Luxury Hotel Seminyak ( BALI) is positioned just at the most central point to all amenities, restaurants, shops, shopping villages, a long stretch of beach with magnificent views, so breath-taking. The poor is extremely long and great for lap swimming or just relaxing and having a drink, food or cocktails. The staff and management go above and beyond the call of duty to make you feel so comfortable, happy and gain maximum return on your holiday investment. This hotel offers a variety of in-house restaurants, dining choices, room service with a 24 hour butler service. The bath tub was my ultimate relaxing task at the end of the day... The Double Six Luxury Hotel Seminyak ( BALI) is one of the finest, paramount hotels in Seminyak ( BALI) offering all; …"; ; ; ;Positive;
342;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2575-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Dean G wrote a review Jul 2014;"The Double Six Luxury Hotel was just that... luxury in every way! This new hotel which is situated next door to the Cocoon Club and where the old double six club once stood is truly amazing. We were upgraded to a bigger suite on arrival and treated like royalty. The staff and general manager did all they could to make sure our stay was the best it could be. We were traveling as a family of 4 (5 year old and 1 year old included). Beautiful breakfasts and always served with a smile. My children loved the staff and they treated them like they were part of the family, so kind and gentle and nothing was too much trouble. They have buggys ready to take you to the kids club at Breezes (one of their sister hotels) or to breakfasts and dinners at the famous Ku De Ta. Baby sitting; …";Date of stay: July 2014;Absolute luxury;Dean G;Positive;
343;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2310-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Sam B wrote a review Feb 2015;"The Double Six was amazing. The minute you arrive where you are greeted by name by the concierge, given a quick tour of the resort by the manager and taken straight to your room. The staff are extremely friendly and very helpful especially at The Italian the hotel restaurant. The food at the Italian was the best we had during our stay and the order all you like breakfast was a highlight of our stay. The pool at the resort is huge and the pool staff are also very helpful when ordering drinks or food. The spa hydro trail is very unique and relaxing and even though that's not normally my thing I really enjoyed it. The rooftop bar is the best I've ever seen and if I didn't have my new born with I would have spent a lot more time there. The views are amazing and so is the snack food; …";Date of stay: February 2015;Definitely going back!;Sam B;Positive;
344;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or100-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;The Double Six was excellent from arriving and being given a personal tour of the facilities and our room to the roof top bar with it's amazing views. The staff were very, very attentive, couldn't do enough for you and were always happy and friendly. Eateries were amazing with selection and presentation. Also as a bonus to those of us who have to fly out late at night, there is an Owner's Lounge which you can use until pick up. It includes showers etc, complimentary drinks and allows you to use the facilities e.g. pool, restaurants until you need to prepare for departure. We have been to Bali many times and stayed in some wonderful hotels but we couldn't find fault with anything here.; ; ; ;Positive;
345;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2585-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;bec p wrote a review Jul 2014;The ease of the in room check-in, the luxuriously appointed 2br accommodation, butler service, luxury Hermes products, polite and helpful staff, a-la-carte breakfast, staffed gym, gorgeous steam room with bucket shower, amazing Aqua Perla Spa treatments to pamper yourself, absolute beachfront where you can sit by the pool and watch the waves crash onto the beach. This place is amazing! Would not recommend to travellers with young children. More suited to families with older teens and couples.;Date of stay: June 2014;Wonderful Rooms, world class service, beautiful food!;bec p;Positive;
346;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or80-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Michael M wrote a review Nov 2019;The hotel is amazing! - The staff were fantastic as were the restaurants and bars. We loved the rooftop bar and also happy hour at the lagoon bar by the pool. We ate at the Italian and the plantation grill, which I must say was up there with one of the best steaks I’ve ever eaten! Breakfast was always perfect. The Hotel is on the beach with beach access but the pool is so lovely it’s hard to leave! We enjoyed the location - shopping in walking distance with nice restaurants and bars along the beach. Such a relaxing holiday so happy with our choice - we will definitely be back!;Date of stay: November 2019;Fantastic Hotel in Beautiful Location;Michael M;Positive;
347;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or5-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"The hotel is beautiful, i feel a bit bad about 3 stars. Great pool, staff wonderful, and right across the street from the beach. Sit in the sand all day, then have a sunset dinner at any number of restaurants on the beach, reserve a spot at the hotel's roof restaurant, or hang out at the pool bar and have a chat about life with Adi. We will be back here for sure, and a longer stay next time. Enjoyed it very much. I want to give this place 5 stars, and the facilities most certainly deserve it, but the room layout isn't great. We went all out for a very large suite with direct access to the pool, it was not inexpensive. The layout of the room was horrible, and we won't do that again, not worth the money. The room door enters to the bathroom. Yup, you're standing in the; …"; ; ; ;Positive;
348;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or45-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;abdullah M Alghalib wrote a review Jan 2020;The hotel is beautifully presented and the rooms were lovely. The welcome/ departure lounge is a great idea. The food was nice and all the staff were accommodating and polite. The only drawback was the surroundings, which sadly were so noisy and the sound is at a all time high, even with doors closed. So it was not relaxing - but I’m sure it would appeal to students and party goers. It was a shame as the hotel and amenities were lovely. If I could add video you would be able to hear the level of noise. Also on another note- not everyone wants loud music round a pool .;Date of stay: January 2020;Beautiful place;abdullah M Alghalib;Positive;
349;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or300-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;The hotel it clean, comfortable, and the staff are very accommodating. The highlight was the unlimited a la carte breakfast served in the mornings. Amazing food! Highly recommend this hotel to anyone!; ; ; ;Positive;
350;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or145-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;494vicki wrote a review Sep 2019;The hotel was luxurious and clean. Staff were friendly and helpful. We could not fault this hotel. Centraly located for beach, restaurants and shopping. Plantation Grill and Sling Bar were our favorites. We will definitely be back.;Date of stay: September 2019;Mr and Mrs D mifsud;494vicki;Positive;
351;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or120-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;The resort is in a great location, next to the beach, amazing views from your room and the pool area.The rooms are immaculate, spacious and comfortable. The breakfast is excellent and the welcome drinks are a treat. There's a 2 minute shuttle to and from the shops if you wish. Also plenty of restaurants on the beach to eat at. This is one of the more expensive places to stay but you get what you pay for.; ; ; ;Positive;
352;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or275-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Kiwiozz wrote a review May 2019;The resort was amazing with staff and room being just perfect. The service was excellent, the food in the Italian restaurant was excellent and pool side service was fabulous too. We will definitely be back. Thank you to the Double Six for making our holiday just perfect;Date of stay: May 2019;Next level amazing;Kiwiozz;Positive;
353;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2595-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;The staff are beautiful,friendly people who cannot do enough for you, and always with a friendly smile. I felt like a Queen and didn't want to leave. The food was great, with super foods offered on the menu. I especially liked the a la carte breakfast. The spa was amazing, the view is amazing, the rooms are amazing. I loved this hotel.; ; ; ;Positive;
354;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2360-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;familygotravel wrote a review Jan 2015;The staff, the food, the rooms, the service, the pool. They all held first class quality. The ala carte breakfast was superb!! If you are looking for a fresh elegant hotel. This is it! You got access to Kuta Beach and if you wanna hang at the pool and sip great coqtails it's alright too :-);Date of stay: December 2014;First class hotel with excellent service;familygotravel;Positive;
355;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or180-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;ppthomson wrote a review Jul 2019;"There are far better hotels to stay in at Seminyak. Hotel very noisy ,is not on beach but across the road therefore constant traffic noise. Pool area average . Room ok though had to leave door open due to damp musty smell so then had street noise &amp; music from surrounding bars . Might suit younger people but if wanting quiet relaxing holiday I advise to choose elsewhere .";Date of stay: July 2019;Luxury Hotel;ppthomson;Negative;
356;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2320-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;ricky f wrote a review Jan 2015;There is only one place to stay in Bali and its DoubleSix! Dheeraj and his team provide an experience which you will remember for a lifetime. The Rooftop for sunset cocktails looking over DbleSix beach is an experience to behold. Going over an above for there guests is an understatement....;Date of stay: January 2015;Stayed 20 nights - overall very good but unlikely to return.;ricky f;Positive;
357;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or165-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Treat Me Sweet wrote a review Aug 2019;There isn't anything negative I have to say about this property. My room was spacious and comfortable, breakfasts are generous and cater for all tastes, the rooftop bar has 180 degree views of the beach, and the pool area is relaxing and well serviced. Staff are friendly and attentive, nothing is too much trouble. If you want a bit of luxury in a perfect beachfront location, I recommend Double-Six!;Date of stay: August 2019;Best hotel in Bali;Treat Me Sweet;Positive;
358;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2570-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Christine W wrote a review Jul 2014;"There's certain things you expect when booking a 5 star resort but it is the extra details that really make something special and here they have nailed it! From the moment we checked in all the staff were amazing, some how it seemed like all the staff knew us by name including our little girl who was treated like a rock star the whole time! They offered to hold our youngest one while we ate and would dance and play with our older girl to give us a break so we could enjoy a meal. Truly amazing service that they should be proud of. The breakfast was amazing and so was every meal we ate there, so much better than your normal resort menu. Location great, pool amazing, I can't speak highly enough about this place. Once the rooftop area and the Plantation grill is completed it will; …";Date of stay: July 2014;A great place to go;Christine W;Positive;
359;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or295-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Giacomo H wrote a review Apr 2019;This beautiful hotel is right opposite the beach and well worth upgrading to an ocean view room. There is a butler service available, a choice of restaurants and a great pool. The rooftop bar affords a great ocean view;Date of stay: March 2019;Roof-top bar is lush;Giacomo H;Positive;
360;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or260-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;This has to be the best hotel I have stopped in All staff are very helpful and friendly and made our stay fantastic This is the 2nd time we have stopped here And will be staying again Thankyou to everyone at the Double Six; ; ; ;Positive;
361;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2325-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;John H wrote a review Jan 2015;This hotel advertises 5 star, we would say 6 star. On arrival we were informed we had been upgraded to an ocean view room, what a start. 10 days of the friendliest loveable kind staff, food fabulous admenties fabulous, do yourself a favour and stay here!;Date of stay: January 2015;Upmarket Offering - Fantastic Staff;John H;Positive;
362;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2410-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"This hotel delivers on everything it promises. From the in-suite check in on arrival until the owners lounge (if required) on departure it ticks all the boxes. The facilities are all excellent and the staff are a credit to the hotel. Nothing seems to be too much trouble and everything is done with a smile. The hotel has beautiful rooms which are kept incredibly clean and serviced twice daily. The pool is excellent and the Italian Restaurant serves breakfasts which everyone raves about and superb dinners in a great atmosphere. The new Plantation Grill restaurant is due to open in early December which will then offer another in hotel dining option. The hotel is also in the process of setting up a Beach Club directly opposite the pool area which will be perfect for people who may; …"; ; ; ;Positive;
363;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2480-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Susan J wrote a review Oct 2014;"This hotel has a lot in its favour - in particular, the fabulous restaurant which served us the best breakfasts that we had ever experienced. Well done to the chefs and staff - food and service was amazing. The hotel staff in general were very welcoming. The pool is a good size but the area around the pool was quite cramped; on a number of occasions there were no sunbeds available. The one thing overall that spoiled our stay was the fact that we had booked a hotel room with a plunge pool. (Seminyak side of hotel) - as a special luxury for ourselves - which turned out to be very disappointing. Reading the hotel information, there was no indication that these rooms backed on to a building site - where the hammering and drilling meant that we were never able to lie on the otherwise; …";Date of stay: September 2014;Beautiful stay at Luxurious Double Six.;Susan J;Positive;
364;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or10-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"This hotel has a lovely pool-110 meters long I believe and not too deep. Plenty of sun lounges and also an area that belongs to the hotel on the beach with lounges. The gym is well appointed. The breakfast is excellent- both the a la carte ( which I preferred and was very generous) and the buffet. The food at the Italian was nice- great place for dinner before the flight home!! The roof top bar has a lovely view for sunset drinks. We had an hour free flow - this was a limited menu but the staff were attentive and generous. All the hotel staff were delightful - they couldn’t do enough for you. I had the beach facing room- so lovely to sit and enjoy the view. Check in was actually fun with the signature cocktail- check in can be a pest at some hotels as you just want to relax; …"; ; ; ;Positive;
365;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or180-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;This hotel has very high standards regards cleanliness and there excellent staff always friendly and there to help. If I returned to Bali would definitely stay again! Rooms were spotless and huge.all public areas were cleaned regularly. Security at hotel was good. Missing this place already!! The only thing I would change would be breakfast needs to be in roof top bar every day as views and atmosphere much better as only available twice a week currently.; ; ; ;Positive;
