text;aspek;label
 No fan in bathroom very poor quality toiletries Sink splashing significantly Bathroom not well thought out ;kenyamanan;1
 No free internet The shower a bit tricky;kenyamanan;1
 No hand soap to wash your hands nowhere to put your gels under the shower nothing to clean the toilets no real privacy in the toilets as the sliding door remains a bit opened I feel the designer of the place forgot to stay there once ;kenyamanan;1
 No restaurant in the evening I would have liked a bit more comfort in the public areas;kenyamanan;1
 No restaurant open for evening meals;kenyamanan;1
 No restaurant service in the evening No proper beer glasses had to have large wine glasses;kenyamanan;1
 No we really did not have anything to complain about during our stay ;kenyamanan;1
 Noise from another roon untill keamananam Tea and coffee not replaced every day Bank account debited for items not taken from minibar after our departure Check your bank account on return home Hotel have said they will refund me but how often does this happen and people dont notice ;kenyamanan;1
 Noisey at night;kenyamanan;1
 Noisy hallway in the mornings due to cleaning ladies Hair on newly placed bath towels ;kenyamanan;1
 Not complete amenities in the room no slipper ;kenyamanan;1
 Not enough drawers or shelves to place you garments to unpack your suitcase;kenyamanan;1
 Not enough space provided for clothing Noise from room above caused by chairs etc being moved around on the wooden floors early morning Restaurant closed at 5pm ;kenyamanan;1
 Not enough staff to serve at peak breakfast times;kenyamanan;1
 Not really clean water in the pool lots of bird droppings ;kenyamanan;1
 Not that it is a big deal but the a c was not working and there was some confusion about the fan we requested but all in all it worked out fine I would have liked breakfast to be included again no problem as there were plenty of places to eat it is just me ;kenyamanan;1
 Not updating toiletries on a daily basis;kenyamanan;1
 nothing All went well thank you ;kenyamanan;1
 nothing it was fantastic;kenyamanan;1
 Nothing negative to say about this hotel and location ;kenyamanan;1
 Nothing really Everything was great ;kenyamanan;1
 Nothing really to fault If there had been a bar next to the rooftop pool that would have been superb but it s not an issue ;kenyamanan;1
 Nothing special Soundproof is little poor and closet is minimum but they are not problem ;kenyamanan;1
 Nothing specific except the bad weather;kenyamanan;1
 Nothing the hotel was great ;kenyamanan;1
 Nothing the stay was perfect ;kenyamanan;1
 nothing to complain aboutLocation ideal for si;kenyamanan;1
 offered breakfast too expensive also safe in room did not work pricy mini bar in room and not enough coffee left for coffee maker in room ;kenyamanan;1
 old decor needs upgrade to charge such high rate;kenyamanan;1
 On Arrival after a long trip we made a cup of tea When phoning for the wifi code we requested more tea bags we had just used our kerapihan allocated to the room A gentleman arrived from reception with kenyamanan in his hand and advised that these would incur an additional charge and be added to the bill I told him that after paying keamanankenyamanankenyamanan for the hotel room for keamanan days you are going to charge me for a tea bag Needless to say out of principle I told him to forget it I would purchase some in a small mini market After kerapihankenyamanan mins he returned and advised we could keep the tea but if we ask for more we would be charged Though it was the only negative as the hotel is perfectly located and comfortable it started the visit in this hotel on a bad footing ;kenyamanan;1
 On the whole a very good experience only criticism would be price of breakfast if taken However next door is an excellent little cafe very modern and just a couple of euro for coffee and croissant ;kenyamanan;1
 One night there was something going on outside and it was very noisy and hard to sleep;kenyamanan;1
 One of the light bulbs were out in the bathroom and the hairdryer overheated when only used for a short time ;kenyamanan;1
 One of the reception staff had poor english and coudn t answer to me easy questions ;kenyamanan;1
 Only kerapihan milks left for complimentary tea coffee We had to keep asking for more ;kenyamanan;1
 only tiny complaint was that the tv had to be paid for fair enough with films etc but we thought you should at least have access to the news for no charge;kenyamanan;1
 Our room was next to the elevator so a bit loud in the early morning and late evening ;kenyamanan;1
 Our room was pleasant but was rather cold and the air conditioning did not seem to make any difference ;kenyamanan;1
 Our room was shabby Wardrobe doors had dropped and didn t move easily or shut no extractor fan in bathroom No view ;kenyamanan;1
 Our shower was broken but they offered to give us another room;kenyamanan;1
 Our stay was great but had a little issue with the temperature of the room We stayed on the hotel in early March with the high temps around 65 F kebersihan7 C but when we initially walked into our room it was about 85 F kerapihan9 C We turned off the heat but we still had to keep our window open the entire keamanan day stay so it was a little noisy at night The hotel is in a busy area with lots of noise in the street sidewalk but not sure if it would have been noisy with the window shut ;kenyamanan;1
 Overpriced breakfast at hotel but easy to find good breakfasts nearby ;kenyamanan;1
 Pillows in room could be better;kenyamanan;1
 Pillows not comfortable No extractor fan in bathroom Hairdryer in bathroom;kenyamanan;1
 Pool could ve been cleaner full of bird poo ;kenyamanan;1
 Pool was cold;kenyamanan;1
 Pool was small breakfast was very expensive so went coffee shop next door ;kenyamanan;1
 Pool way too cold Would be much nicer with a little heating unbearable Reception very confused with the fact we paid prior to stay which mean they tried to charge us twice and I had to produce bank statements to prove I paid even though I had confirmation of payment from Booking com ;kenyamanan;1
 Poor cocktail bar staff Training required for cocktails Lets start with Martini Cocktail Hotel Colon can do it ;kenyamanan;1
 Poor information in rooms on how things work tv channels restaurant hours and similar;kenyamanan;1
 Poor spanish construction no sound insulation so we were disturbed by drunk clients keamanan kenyamanan time a night ;kenyamanan;1
 Prefer not to have to step into bath for shower but it was fine ;kenyamanan;1
 Price a little high but it is in the center of things ;kenyamanan;1
 Prices in the hotel bar were more expensive than the mini bar ;kenyamanan;1
 Quite old style hotel;kenyamanan;1
 Really cannot think of a thing that we did not like about the hotel ;kenyamanan;1
 Refuse collected every night in the early hours of the morning A few late night revellers heading home but the road outside is very quiet and virtually traffic free Lots of scooters parked on it but never actually heard any of them leave ;kenyamanan;1
 Restaurant has very little atmosphere Main Course was fine ;kenyamanan;1
 Restaurant is also very good with delicious food but has very strange working hours kebersihankerapihan kebersihan7pm are exactly the time span when we don t need the hotel s restaurant cause we are strolling out in the city Anyway there are a lot of restaurants nearby to get some good food at any time Sound proofing is not good We heard everything from the hall much too well People from adjacent rooms could be heard too if they got louder than usual ;kenyamanan;1
 Restaurant recomendations ;kenyamanan;1
 Roof top pool a bit small Would be nice if reception area has air con ;kenyamanan;1
 Room cleaned around kenyamanan pm but it was not a big problem ;kenyamanan;1
 Room lighting could be stronger ;kenyamanan;1
 Room needs to be dusted Everyday I can c dust on the phone cups r still stained from coffee amienties r not replaced Everyday upon checked in my desk r filled with dust including the coffee cups n kettle;kenyamanan;1
 Room overlooked rear of buildings quite noisy late at night when people are in the outside drinks area ;kenyamanan;1
 Room temperature runs a bit warm but considering all the pluses this is very minor ;kenyamanan;1
 Room temperature was too hot even with lowest setting Needed better air con Swimming pool was freezing cold and barely usable But overall an excellent hotel ;kenyamanan;1
 Room was a little spartan There was no comfortable chair and insufficient drawer space ;kenyamanan;1
 Room was good but could have been sound proofed more as you could hear the neighbours Toilet tank moved and banged against the wall every time toilet used I have never stayed in a hotel where only kebersihan teabag kebersihan coffee sachet left for each guest and kebersihan milk which contained a teaspoon of milk which is why I need at least keamanan per cup One day we were left without any The air con only blew out warm air on the lowest setting so it was left off as I found the room warm I would not be able to use this hotel in the summer as I would bake A few alterations could make your stay much more enjoyable and it s all achievable Brother was pick pocketed on our first night but luckily ran him down and got his wallet back Amazing as he has bad knees must have been the adrenaline This happened directly outside hotel when getting in to a taxi Unfortunately Hotel not that interested when notified that this happened on their door step which was a bit disappointing Beware they are everywhere and you can actually spot a lot of them ;kenyamanan;1
 Room was hot and air conditioning noisy and ineffective Swimming pool on the roof was too cold to swim in on sunny days in April ;kenyamanan;1
 Room was not very big;kenyamanan;1
 Room was rather noisy Outside noise could be heard as well as noise from adjoining rooms and passageway ;kenyamanan;1
 Room was small with lack of storage;kenyamanan;1
 Room was too hot at night as the air conditioning was not available which was disappointing It was not possible to sleep with the window open as it was too noisy outside ;kenyamanan;1
 Rooms are very average In room service costs extra not the best thing for any hotel View from the room is that of some not so good looking apartments ;kenyamanan;1
 Rooms felt a little small No drawers Not enough staff at breakfast at busy times Really wanted to love this hotel but didn t but can t quite put my finger on why Would I stay there again Probably ;kenyamanan;1
 rooms on the lower floors subject to some street noise even though it is not on a main street Overall relatively quiet for centrally located ;kenyamanan;1
 Rooms were pretty small but comfortable and clean ;kenyamanan;1
 Seriously nothing significant to complain about It s a super hotel We ve added it to our repeat list ;kenyamanan;1
 service from some staff members could have been better it felt like you were being troublesome if you asked for anything Info at the hotel said the bar stayed open till kebersihankerapihanpm on Saturday but it closed at kebersihankebersihanpm but nobody came to tell us and we were sitting in the bar ;kenyamanan;1
 Service in the bar was slow at times ;kenyamanan;1
 Service of snacks in the lobby could be better had to go on the hunt for staff However they were very prompt with pool orders and were good in the bar Other than that no issues at all ;kenyamanan;1
 Shower a bit complicated to use at first Some instructions should be left in the bathroom on how to use the shower ;kenyamanan;1
 Shower didn t work properly didn t get fixed Staff did not advise of the facilities available to us I E Swimming pool not sure that Catedral is best value for money;kenyamanan;1
 Shower pressure is a bit low ;kenyamanan;1
 Sink looks lovely but unsafe easy to bang head on tap mixer no soap holder in bath would prefer kerapihan bedside lockers with storage ;kenyamanan;1
 Slippers cost extra charge Room at the rate of kebersihan95 night didn t even included breakfast Minibar items in the refrigerator were not clean ;kenyamanan;1
 Slow Breakfast service;kenyamanan;1
 smell of humidity in corridor and room;kenyamanan;1
 Softer outside seating would make the garden area more inviting to use particularly in the evening No bar area by pool;kenyamanan;1
 Some if the reception staff don t smile and unfriendly;kenyamanan;1
 Some noise from nearby building site but unavoidable;kenyamanan;1
 Some taxi drivers don t know how to get into the immediate area the Hotel is located in and we were dropped off in the Square and had to walk 5kenyamananmetres to the Hotel This was not the Hotel s fault I must add ;kenyamanan;1
 sometimes a little noisy being central the city can be lively at night Less expensive breakfasts or meals in the hotel however plenty of choice in the area;kenyamanan;1
 Sound insulation between room and bathroom not good and could also hear some noise from adjacent room Couldn t get the air con to blow out anything other than hot air although it wasn t particularly hot during our stay so opening the window was fine ;kenyamanan;1
 Staff wasn t overly helpful They should be more helpful In giving suggestions for food shopping sights etc Seemed inconvenienced Actually was recommended A place took a cab and place didn t open until midnight and it was only kebersihankenyamananpm Poor information that cost kenyamanankenyamanan euros for nothing;kenyamanan;1
 Staff were not informative needed to ask for information as it was not freely given On arrival had to ask about our rooms and where they were not told about the gym and lovely roof top area also no one to greet us at breakfast and show us where to sit ;kenyamanan;1
 Staff were simply not particularly friendly or helpful the lifts were exceptionally slow and the roof pool was quite small with no bar service ;kenyamanan;1
 staying there longer ;kenyamanan;1
 Strange restaurant hours but again really not an issue kind of forces you to experience the city which is great;kenyamanan;1
 Streetlight flooded the room at night because there are no blackout curtains The bath water is a preset temperature which is too cool to stay in the bath longer than five minutes ;kenyamanan;1
 Surpress the street noise heavier curtains etc;kenyamanan;1
 Swimming pool not maintained presumably seasonal but some of us may enjoy a cold swim ;kenyamanan;1
 Taxi driver dropped us off at a semi circle and pointed to somewhere where to find the hotel so at first a bit hard to find Once found easy to get to ;kenyamanan;1
 Taxi drivers getting lost trying to find the hotel Soulless reception and exterior Unfriendly unhelpful staff it appeared understaffed Collecting and returning towel for rooftop pool to reception Would seem much more logical to have them available at the pool The towels looked a bit past their best too ;kenyamanan;1
 Taxi maneuvers could be a little difficult because of the location along with road closures and other city events The desk will call a cab however on a day when cabs were not so plentiful we waited over kerapihankenyamanan minutes for the cab to come with no luck The desk staff suggested to go out to a nearby street where there was a cab stand We re well traveled and live in cities were you hail cabs so we did that and had cab in just a minute or two on a very busy day There was another couple that couldn t walk that far so that wouldn t have been good for them ;kenyamanan;1
 The A C was off and therefore the air in the room was stale dry and too warm The management told us the A C would be off during the winter months so we would have to open the window if we wanted fresh air The problem with that is the noisy neighborhood partying through the night also during weekdays mixed with the loud garbage collectors and traffic noise making it impossible to sleep with the window open ;kenyamanan;1
 The air con didn t seem to work that great and some nights could get quite stuffy But as a whole was impressed and happy with the hotel ;kenyamanan;1
 The air con in our room wasn t brilliant but it was fine in our friends room ;kenyamanan;1
 The air con the flushing of toilet bowl the noise along corridor ;kenyamanan;1
 the air condition was not working as it should ;kenyamanan;1
 The air conditioner didn t seem to be cooling properly in the room ;kenyamanan;1
 The air conditioning unit in our room failed with a serious leak in the early hours of the first night Saturday to Sunday but see What did you like ;kenyamanan;1
 The area outside the hotel seems to be a popular gathering point for socializing and partying If you are a light sleeper ask for a quiet room ;kenyamanan;1
 The bar closed at kerapihankeamanankenyamanankenyamanan and on returning to hotel at kerapihankerapihankenyamanankenyamanan the person on the bar refused to make a cocktail offering only beer or gin as an alternative ;kenyamanan;1
 The bar closing at kebersihankebersihanpm ;kenyamanan;1
 The bathroom window didn t open ;kenyamanan;1
 The breakfast could be improved in terms of variety and quality of the products ;kenyamanan;1
 The breakfast is too expensive The door to our room didnt shut properly You had to force it ;kenyamanan;1
 The breakfast just ok;kenyamanan;1
 The breakfast service was a little disorganized Feels like they need some training as they were not equipped to handle the morning rush ;kenyamanan;1
 The choice during breakfast is very limited and not all waiters known English well which leads to misunderstandings and they bring you something you haven t ordered ;kenyamanan;1
 The closet doesn t have shelf;kenyamanan;1
 The coffee didn t realise you had expres until we had been there several days ;kenyamanan;1
 The fact that my friends had paid less by not booking with booking com Foyer seemed a little tired ;kenyamanan;1
 The fact that there are on going heavy works at the ground floor restaurant during peak season couped with the fact that we were not informed in advance was a let down The above is a sign that the hotel shareholders should perhaps look into the operation management and marketing dept and check their motivation levels Both depts show lack of interest and enthusiasm as in my opinion they should have kebersihan planned and executed these works during winter time kerapihan offer a discount to their guests or a free dinner at a restaurant or some additional perks as a compensation On the other hand the reception desk seem to be working struggling on their own without any help from management In our kenyamanan days there I never once saw any manager walking the job there ;kenyamanan;1
 The front desk staff could have been friendlier;kenyamanan;1
 The gym and pool was small but hey at least it had one The staff didn t speak great English but they understood enough to help you out ;kenyamanan;1
 The Gym needs more equipment A little bit of investment is needed;kenyamanan;1
 The heating cooling system needs to be updated No heat or air from 9 at night till 9 am ;kenyamanan;1
 The hotel doesn t have much food options inside;kenyamanan;1
 The hotel locks the main door sometime after midnight one night during our stay we returned late and it took a while for the door to be opened to let us in View from the room was pretty poor but it didn t spoil our stay The air conditioner didn t cool the air just recirculated it Breakfast was pricey at kebersihan8 per head so ate out and got good value at local caf s ;kenyamanan;1
 The hotel printed out my card details EVERYTHING Even my CVV number Then they put it in an unlocked drawer with other people s card info When I questioned them I was met with ridicule since they have been doing this for a long time Well just bc you have been doing this for a long time it does not mean that it is the right way to do it They violated privacy policies On the last day we asked them to destroy the paper that had my card details Someone could buy sg really nice on the internet with all those card info Btw I ve notified my bank too ;kenyamanan;1
 The hotel was a little noisy at times during the night due to bin collections and street cleaning but this would affect any hotel in the city centre ;kenyamanan;1
 The inclusive breakfast lacked variety ;kenyamanan;1
 The internet went down while I was there for the best part of a day not the hotel s fault but it affected the hotel s payment system too so checking out was a bit of a pain Not sure whether this is regular occurrence or not Ignore any taxi driver that tells you he has to drop you off on the main street and that you will have to lug your own suitcase for five minutes across the pedestrian area in front of the cathedral The hotel is on a side street but it is accessible by car I think my driver was just feeling lazy that day The pigeons enjoying the pool were a bit off putting Plus it was too cold to swim in already in early September All rooms are non smoking but there was a large and obvious cigarette burn on the comfy chair in my room This is all minor stuff and not necessarily within the hotel s control however I think it s a fabulous hotel ;kenyamanan;1
 The lack of tea coffee and sugar was very disappointing There was NO choice of teas no decaffeinated option and only two small cartoons of milk each day We requested extra milk etc but this was not dealt with well We have travelled extensively and have never experienced this A small thing but this was the only issue that spoiled an otherwise enjoyable stay ;kenyamanan;1
 The lighting in the room is really terrible The room had a large window kerapihan of them but it was not enough light There should be more light available on the desk and also at the bedside one side really had only a small light ;kenyamanan;1
 The maid was a bit tight with leaving milk for tea we had to ring down to reception everyday we were there ;kenyamanan;1
 The only downside is the view from the rooms but it is compensated by other things ;kenyamanan;1
 The only issue was the lack of space for clothing there were not enough drawers ;kenyamanan;1
 The only thing I would have liked was if the room had kerapihan comfortable chairs to sit in The room was very large there was room for kerapihan chairs The bed was very comfortable and the room was very clean ;kenyamanan;1
 The patisserie next door It s way to convenient ;kenyamanan;1
 the pool is a bit small;kenyamanan;1
 the pool was not available during the short stay;kenyamanan;1
 The pool water could be filtered more often otherwise it s a great pool on top And the lounge music from it s courtyard plays all day and evening could me manages better even if it s not too loud it can be bothersome ;kenyamanan;1
 The poolside bar was disappointing ;kenyamanan;1
 The price of drinks or breakfast but there are plenty of small eateries or bars on the doorstop The kebersihankebersihanpm closing of the bar The wifi that only seemed to work in the bedroom would have been better if it worked by the pool as well;kenyamanan;1
 The price of the hotel is quite expensive The room size is great though This has been the dearest accommodation in all of our stays in Europe ;kenyamanan;1
 The reception common area could be improved we liked everything else We ate breakfast in the wonderful the cake shop right next door best coffee and wholewheat croissants in Spain;kenyamanan;1
 The restaurang;kenyamanan;1
 The restaurant here is closed on weekends but there are dozens of restaurants within a kebersihankenyamanan minute walk so it wasn t an issue for us ;kenyamanan;1
 The roof top with the pool was closed without any prior info supposedly due to pool maintenance for four days ;kenyamanan;1
 The rooftop pool was closed for the season which really is not the hotel s fault ;kenyamanan;1
 The rooftop swimming pool was used by birds for drinking water;kenyamanan;1
 The room could do with more places for clothes You can t get everything on 6 coat hangers ;kenyamanan;1
 The room was decorated in a urban modern design was very basic with the in room amenities and was lacking comfort and coziness ;kenyamanan;1
 The room was very hot when we arrived and took a few hours to get down to temperature The shower didn t have a shelf to put your toiletries on There was a taxi strike starting at kenyamanan6 kenyamanankenyamanan which meant that we had to leave at kenyamanan5 keamanankenyamanan to get to the train station when our train left at kenyamanan9 keamanankenyamanan not the hotels fault and they did put up notices in the lifts to say that the strike was happening ;kenyamanan;1
 The room was very warm when we first checked in ;kenyamanan;1
 the rooms are some badly soundproofed;kenyamanan;1
 The rooms need drawers to put clothes in It had good wardrobes mirrors and lights but nowhere to put your bits bobs And bedside cabinet is really low so awkward My wife s side of the bed had no cabinet but a piece of tree trunk trendy I m sure but not really functional Won t put me off though as we have already booked it again for next Christmas with Booking com;kenyamanan;1
 The rooms were extremely warm as the hotel could not turn on the AC until the winter season is officially over and that s when the central heating system will be switched to AC So we had to resort to the windows cracked open at night which meant we had to listen to the street noises until keamananam But the worst part was the incompetence of the Receptionists specifically Manuel who were not prepared at all to help with check out on the day of the marathon We happened to notice a discrete sign at the front desk and in the elevator that they put up the day before saying that all roads will be closed Very helpful when it came to us a family of keamanan one being an elderly person of 7kenyamanan and a child of 9 and four suitcases Finally after arguing with them all afternoon at 8 kenyamanankenyamananpm the restaurant manager offered to help us with the suitcases the next day so we could walk for a half hour around the marathon streets to get to our airport transportation We had been at the hotel for a whole week and they did not think once to tell us to prepare for this day even though they knew that my 7kenyamanan year old mother is with us an email I sent to them before checking in and that we were checking out on marathon day a yearly event which they have a whole year to plan for Disappointing ending to a delightful vacation ;kenyamanan;1
 The safe in my room was tricky I had to have help which was provided immediately It worked for kerapihan days but then the safe lost the code I did the reset procedure and It seemed to be locked but opened when I turned the knob the opposite direction I could not depend on it so I just carried everything with me the last kerapihan days Also the taxi could not drive to the hotel in the busy afternoon when I arrived so I had to find it on my own after a long flight But on leaving at keamananAM the taxi arrived at the door about kerapihan minutes after the call from the desk I had not yet signed my receipt ;kenyamanan;1
 The shampoo and conditioner smell Mattress was not comfortable at one part ;kenyamanan;1
 The shelves in the closet were moldy and occasionally one of the windows did not close properly Nora Jones was on repeat on the terrace The old Barcelona smell got in from time to time ;kenyamanan;1
 The shower did not work properly i could not switch it on the middle mode And i wanted to upgrade to have a friend stay with me i had a twin room but i was not allowed The explanation its our policy made me grumpy The breakfast is overpriced ;kenyamanan;1
 The shower head leaked over the bath screen ;kenyamanan;1
 The shower we had difficulty operating the shower and were unable to get any hot water however after informing reception this was rectified by the second day ;kenyamanan;1
 The soundproofing could be better we could hear the TV from the next room early in the morning The reception personel were very efficient business like but don t smile much ;kenyamanan;1
 Great Location Great views and the balcony was fantastic ;kenyamanan;0
 very clause the city center;kenyamanan;0
 Free wifi Good location;kenyamanan;0
 Great location by the Opera close to underground station and very short distance to main tourist attractions Spacious room with a balcony Clean bathroom and linen comfortable beds Very tasty breakfast especially coffee was good but disappointed by quality of multivitamin juice ;kenyamanan;0
 Location convenient Good breakfast Friendly staff Tea making facilities in the room ;kenyamanan;0
 Very good location nearby Opera house Some minutes by walk the k rtner street malriahilfer street Stephansdom Hofburg Albertina Museum quarter Naschmarkt etc The staff are very friendly ;kenyamanan;0
 Fabulous location within walking distance of all city centre attractions Opera House right across road metro and tram stops only a few minutes away Rooms were spacious and facilities provided were good The restaurant below hotel with great burgers and a fabulous gin selection ;kenyamanan;0
 Reception Harald went out of his way to be helpful Showing us all the local attractions and how to get there always greeted us with a cheerful smile Room was large with complementary bottled water coffee and toiletries Perfect location next to the opera house ;kenyamanan;0
 Breakfast and location FINE general impression without excitement;kenyamanan;0
 The location the friendly staff the elegant yet relaxing breakfast experience in a nice light room facing the Ring with classical music played in the background with one staff member constantly taking care of the food and tables but not at all in an intruding manner The nice room with the amenties provided Overall very good value for the money ;kenyamanan;0
 Sweet receptionists beautiful room wonderful breakfast with bubbels too and view on the opera good beds walking distance from almost everything;kenyamanan;0
 Everything was perfect especially the recepcionist He is very nice and helpful The location is also very good The hotel and room was very clean If I come again I will definitely choose this place again ;kenyamanan;0
 Big spacious rooms with all the necessary amenities The staff were helpful and the breakfast was a good spread The room was also quiet as requested ;kenyamanan;0
 The location is excellent and the staff was very friendly ;kenyamanan;0
 Large functional room with nice high ceilings Not hyper modern but more than adequate Renovated bathroom Perfect breakfast ;kenyamanan;0
 The location is perfect if you want to be in the mix The breakfast was awesome included champagne The room we stayed in was large with dark laminate hard wood floors not bad and tile and granite in the bath room ;kenyamanan;0
 the staff was super nice definitely the best thing about the entire hotel;kenyamanan;0
 Big room great view from the balcony Staff was excellent ;kenyamanan;0
 overall a comfortable and clean hotel with a perfect location ;kenyamanan;0
 Harald at the reception was very kind and professional The view from breakfast room was beautiful ;kenyamanan;0
 Overall the property location within the the city was excellent and the front desk was outstanding ;kenyamanan;0
 I liked the greeting of the staff at the check in Also they upgraded us to a huge room breakfast is above the European Hotel standards Location was great ;kenyamanan;0
 Friendly and always positive staff Excellent location 5 minutes from Hofburg Breakfast was great but also the venue where the breakfast is served with a wonderful view on the city is also very nice Warm rooms comfortable bed big bathroom ;kenyamanan;0
 Location was great just a couple of steps to the subway which offers fast connections to every part of the city The main sights of Vienna such as Stephansdom Hofburg Palace etc are all within walking distance though The staff was very helpful and polite and made us feel comfortable We even got a free upgrade to a junior suite which was great The breakfast was good and everything was fresh but we d like it to be more various Another positive thing is that they accept pets so you don t need to worry about them ;kenyamanan;0
 Staff were very friendly and extremely accomodating My room was upgraded to a Junior Suite very spacious and the bed was quite comfortable neither very hard nor soft Breakfast was delicious with an assortment of croissants and rolls fresh fruit and veggies plus cereal eggs sausages and more Air conditioning worked very well This hotel is close to a lot of the museums and parks and quite close to the subway as well ;kenyamanan;0
 The staff the location and breakfast was excellent;kenyamanan;0
 Excellent location opposite the Opera near public transport etc Very kind friendly smiling helpful staff Very good breakfast;kenyamanan;0
 Huge room Warm and comfortable;kenyamanan;0
 Front desk person called Yigal Alstschuler is an absolute gem Very friendly and knows all the places to go Just wonderful ;kenyamanan;0
 On the day of checkout I woke up one hour too late for breakfast but the receptionist reopened the restaurant and brought me a breakfast selection platter Location;kenyamanan;0
 Location can t be more central They upgraded us to junior suit without any extra cost Parking is not far from hotel despite the very busy location Good breakfast;kenyamanan;0
 The breakfast was above par and the staff is incredible They were so friendly and willing to help direct me to all the places I wanted to go They were accommodating and expressed an obvious desire to provide the best customer service and were even sensitive to my dietary needs as well The location is also prefect for the main attractions of Inner Stradt metro Neuermarkt which was an superb suggestion by the manager ;kenyamanan;0
 Close to everything you can see in one day in the centre of Wien A varied breakfast The subway is kerapihan minutes away The room is not very big but if you are going just to sleep there it is great The bed is comfortable The staff is very very welcoming There are the soap shower gel and hair dryer in the bathroom ;kenyamanan;0
 The convenient place for sightseeing I am sure Everything is simple and humble but enough ;kenyamanan;0
 It s a fantastic hotel in all the ways Personal staff were nice polite and helpful Location is wonderful In front of the hotel is the opera of Wien and you have all the famous building to visit so close the hotel;kenyamanan;0
 Spacious clean room and good breakfast ;kenyamanan;0
 The location could not have been better The room was spacious and comfortable and the front desk people were friendly and helpful We will definitely return ;kenyamanan;0
 The situation was superb close to everything Easy to reach from the airport CAT subway ;kenyamanan;0
 I like the staffs s attitude as they are ready to help and answer any question i have This is super ;kenyamanan;0
 We got upgraded which was great The guy at the desk was lovely and super helpful Great location can easily walk everywhere Nice big bed;kenyamanan;0
 The location is central The staff ;kenyamanan;0
 Best receptionist you can meet mr Herold ;kenyamanan;0
 Location bid room;kenyamanan;0
 Excellent location near Karlsplatz Huge room;kenyamanan;0
 Very friendly staff and thoughtful facility;kenyamanan;0
 Superb location excellent room and breakfast buffet and quirky friendly people on reception always ready to chat and help ;kenyamanan;0
 kind staff clean building with character beautiful breakfast space with view on the opera ;kenyamanan;0
 In the center perfect location nice staff;kenyamanan;0
 Staff was very nice to me ;kenyamanan;0
 Hotel confortable y con detalles Desayuno variado;kenyamanan;0
 The best location kerapihan minute walking distance to Stephan church and the station Nice staff;kenyamanan;0
 Great location so close to Cathedral square and within walking distance of all the Vienna sights Excellent breakfast wifi and very clean ;kenyamanan;0
 Location superb Room spacious and generally well appointed breakfast excellent;kenyamanan;0
 Domizil lies right behind the Stephansdom It is a friendly homely place which delivers excellent value for money and is great both for business as for leisure purposes Also suitable for families with children ;kenyamanan;0
 Small buffet But a lot of choices just enough for healthy breakfast;kenyamanan;0
 Location excellent Room simple but spacious Bed comfortable ;kenyamanan;0
 Staff extremely helpful Rooms larger than normal;kenyamanan;0
 Concierge staff were excellent Rooms airy Views good;kenyamanan;0
 I appreciated the variety of breakfast items available The front desk staff were kind courteous and professional I felt more like I was being welcomed into someone s home than into a hotel Would definitely stay here again ;kenyamanan;0
 Nice spacious room good breakfast great location near Stephane Dom parking costs keamanankeamananeuros per day unless you find parking on the streets nearby for kenyamananeuros I will definitely go back next time I m in Viena Good price ;kenyamanan;0
 Very friendly and nice staffs Big bathroom ;kenyamanan;0
 Great location fantastic value really helpful staff very good breakfast included in the price Not worth staying anywhere else ;kenyamanan;0
 Location is amazing less then 5 minutes walk from main cathedral about kebersihankenyamanan to the palace you can t get more central Metro stop is also outside cathedral Breakfast was excellent down to presentation of eggs as scrambled or cooked for 6 vs kebersihankerapihan min ;kenyamanan;0
 very good sleeping conditions;kenyamanan;0
 Great location friendly staff pretty good room;kenyamanan;0
 Perfect breakfasts Really excellent choice ;kenyamanan;0
 Location is great right in the city center kerapihanmin away from st stephan cathedral and from the metro station Breakfast was very nice too and tasty;kenyamanan;0
 I definitely liked the furniture really stylish and bequem ;kenyamanan;0
 I liked croissant cappuccino bed bathroom ;kenyamanan;0
 Kind staff Clean room Comfort bed Fantastic breakfast Great accesibility to tour spots ;kenyamanan;0
 The bed the breakfast and friendly staff;kenyamanan;0
 The staff is extremely helpful and nice The breakfast is rather diverse and good The room and bathroom are spacious Nice view from the window on the calm street White sheets and extra blankets Amazing location Will definitely stay here again Value for money could not be better ;kenyamanan;0
 The staff worked to help me feel comfortable ;kenyamanan;0
 Great location staff were very helpful l arrived at 8am and they were able to check me in at that stage which was great after a long haul flight There was great variety for breakfast ;kenyamanan;0
 Location staff and style wonderful;kenyamanan;0
 Nice personal Very Good location near and quiet breakfast and bathroom ;kenyamanan;0
 comfortable bad water boiler in the room very central location;kenyamanan;0
 Location is brilliant Staff nice and friendly ;kenyamanan;0
 The rooms are very comfortable the choice at the breakfast is good the staff is very nice and helpful I would recommend this hotel ;kenyamanan;0
 Excellent location really in the very center easy to get from airport express station as well Very good breakfast Friendly helpful staff ;kenyamanan;0
 Perfect stuff even assisted to find parking Russian speaking too everething was perfect;kenyamanan;0
 The Hotel staff were extremely friendly and helpful All aspects of the experience were above what I expected for the budget cost Location I am not sure you could get better keamanankenyamanan meters from St Stephan s Plaza with all tourist attractions within easy walking distance or via the simple clean and efficient tram and Underground train network ;kenyamanan;0
 Fantastic location and character and very helpful staff;kenyamanan;0
 The people were warm The room was clean The location was convenient to everything ;kenyamanan;0
 The location of hotel was amazing walking distance to all the tourist sites Great value for money very happy with my stay ;kenyamanan;0
