,Page_url,nama-responden,date-stay,title,text,date-post,rev
541,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or685-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Jill M,Date of stay: September 2015,Three weeks on &amp; I still can't fault it.,"Stayed at Le Meridien Jimbaran last month and it was a wonderful experience, We were upgraded to the Lagoon view room and I have to say room size was pretty large compared to other hotels standards and the room itself was fantastic. The hotel is located in Jimbaran which is not a touristic area so be prepared to spend your time at the hotel (I didn't mind at all, very relaxing) or the nearby beach or take a ride somewhere, there's no walking around I guess. The pool is large and open 24/7, no enough sunbeds (which is the trend in Bali hotels!!). The beach is less than a minute walk and its a nice beach, better than Nusa Dua's poor beach and less busy than Kuta, also it has that sunset. The hotel does not have a beach but they have a deal with the nearby beachclub where you can; …",Jill M wrote a review Sep 2015,Positive
542,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or680-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed for 1 night to close one long 12 days wedding holiday for me and husband in Bali. My second stay at the property and it's as wonderful as it's before. We had the aqua studio suite lagoon view, room is huge with trendy design, great amenities. Best thing is the direct access to the pool, so we can basically jump in from our balcony. Staff and the Hotel Manager Alan was fantastic assisting us in every way. Location is superb with all the seafood restaurants next door :D It was too short stay tho! looking forward to be back again soon :)", ,Positive
543,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or480-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed for 3 nights 4 days in 2 Bedroom Suites Lagoon Access and it suits best for our family as the kids lovin it. everything was fantastic, Bedroom's spacious, the shower were amazing, it was bigger than what I imagine. Breakfast was lovely, the Hotel Staff were all friendly. no complain. it was an amazing stay. I will come back.", ,Positive
544,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or55-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Mathieu D,Date of stay: June 2019,A little tired and in need of maintenance,"Stayed for 7 nights with two kids and chose this hotel because it had a large 2 bedroom suite, which lived up to expectation. It was really massive. Overall the rest of hotel was ok, with all the facilities and lagoon pool that you’d expect. There are plenty of areas of the hotel that need a makeover and are showing their age, but that didn’t bother us too much. Location is close to jimbaran beach, but there are much nicer beaches in Bali, and for a family resort the hotels on the beach in nusa dua or Sanur are better.",Mathieu D wrote a review Jul 2019,Positive
545,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or560-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,David M,Date of stay: April 2016,Great Spot Great Staff &amp; a Big Thank You,"Stayed for 8 nights at this hotel with luxury escapes, pool was fantastic, the room was big and comfortable but that's where it stopped. This resort is not very organised, it lacks warmth from front of house and they are not very helpful, the included meals that are advertised as extravaganzas were just tasting plates,the breakfast is aimed at the Asian market not for westerners which suits me just fine,although the hotel was only about 1/3 full and I asked for late check out months in advance when I asked again it was a no. The linen and tea/coffee supplies in the room were not replenished when needed. Compared to the other luxury escape hotels I've stayed at in Bali this one doesn't come anywhere them. The one thing that did stand out was the pool staff they were lovely; …",David M wrote a review May 2016,Positive
546,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or640-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed for 9 days with our 7 year old grand daughter. Room spacious, spotless and quiet air con ( a must!). Thanks to staff from all departments who were friendly, helpful and showed typical Balinese hospitality. Enjoyed the meals and great cocktails. The lovely pool and kids club kept Hazel busy and the sunset from the Rooftop bar is stunning.", ,Positive
547,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or920-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed for a night at Le Meridien. The hotel looks modern and new. Happy to get upgraded to lagoon access room! Room is very spacious and clean. Like the lagoon pool design, you can swim easily from your room to the pool bar. Breakfast was a bit disappointing though the spread was ok. Maybe due to the low capacity of the hotel, some food items didn't seem fresh, were over-heated and a bit dry. My favorite was the chicken soup noodles. The illy coffee was great, you can even sign up for a coffee master class. The roof top bar is nice for happy hour drinks with a view (buy 1 get 1 from 7-9pm), enjoyed the sunset with my lychee iced tea! You can see the smoke from the array of seafood restaurants in front of the hotel but it's not a serious issue and I couldn't smell anything.; …", ,Positive
548,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or705-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Dea D,Date of stay: September 2014,Best Hotel for Couples !,"Stayed here during our first leg of the trip. The room interiors were mesmerizing and so was the view from the balcony. Enjoyed the pool and the sunken bar. Great service, nice location. Good food, breakfast spread was amazing. Big thanks to Enggal for fitting us in considering the fact there were many changes made to our itinerary due to volcanic disturbance. Appreciate all the help. All in all a memorable stay :)",Dea D wrote a review Aug 2015,Positive
549,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or650-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Hendry E,Date of stay: November 2015,Very nice hotel,"Stayed here first night in Bali. It's close to the airport and the Starwood staff attention was world class. Not right on the beach but a very very close walk. Nearby food and taxi service into the busier parts of Kuta and Seminyak. The hotel is clean, affordable, well decorated and has a decent food spread as well as an ice cream parlor and deli. Poolside rooms open up to a beautiful courtyard swimming lagoon and happy hour at the open air lounge for sunset is relaxing. Great for arriving/departing Bali.",Hendry E wrote a review Nov 2015,Positive
550,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or65-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Anita Strydom,Date of stay: July 2019,Fantastic staff &amp; photographer,Stayed here for 2 days in Feb. The stay was amazing. The hotel is immaculate and the staff are very attentive. We were treated so well nothing was too much trouble. The beach was beautiful and it is well worth getting up to see the sun rise and sunset. There are so many places you can find to just sit and relax and I would recommend you go to the spa. Thank you so much for having us Le Meridien Bali.,Anita Strydom wrote a review Jul 2019,Positive
551,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1035-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed here for 2 nights in Sep 2013. The experience was average, nothing overwhelming but nothing horrid either. The kind of experience you would struggle to remember a year from now. + Nice location, pretty close to Jimbaran beach Great rooms - Quite large and spotless - Very slow service: Check-in took 20 min, request for beach towels took 15 min, drinks took forever etc. The common areas are bare, almost industrial. Its a new property so some of the issues might get ironed out soon.", ,Negative
552,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1025-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Lawrence L,Date of stay: October 2013,A lovely stay.,"Stayed here for 3 nights during my business trip. Received a warm welcome right upon arrival at the hotel despite being late at night(10pm) and front desk associate escorted us to the room. Rooms are relatively spacious and all rooms have balconies facing the pool. Hotel is located just behind the stretch of seafood restaurants in Jimbaran Bay, easily accessible by the back gate of the hotel. During my short stay, the air con was faulty but this was resolved quickly following my call to the guest service centre. Wifi speed was very slow and unstable, making it a bit inconvenient especially if you need it for work purpose . Spotted a lizard and spider in the room on 2 separate occasions; not very pleasant sight upon returning to the room after a full day conference.; …",Lawrence L wrote a review Oct 2013,Positive
553,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or630-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,Stayed here for 3 nights with my family with 3 little children. Room is spacious. I love the use of granite tiles in the design but other than that the design of the room is kind of standard and too simple. Room is not also kid friendly because of the availabilty of small steps on the floor Cannot deny that the bathroom is massive and more luxurious than the room I think. Hotel area is not big enough. Swimming pool is rather small for this kind of hotel and stays can be boring if you stay more than 2 nights especially for the kids. Pool for kids is available but again very small. Kids club also has limited activities. I think location is only good if you are going to have seafood dinner at jimbaran bay. It is just across the hotel. No good shopping places withing walking; …, ,Positive
554,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or900-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Martin,Date of stay: September 2013,Been 7 times and found it great every time,"Stayed here for 4 days. Check in was great thanks to Adit . Upgraded to Aqua suite which was facing the lagoon, 80 plus square meter with great room amenities and so comfortable. A long table for working with Illy expresso coffee maker. Walk in closet and big bathroom with separate toilet. Breakfast was great with changing menu. Also got free 60 minutes massage for two which was soothing. Free cocktail for two. What more can you ask for. The beach access is not direct though, as you have to step out through seafood restaurant or take golf cart to the beach. They have regular shuttle that takes you to Kuta boardwalk (popular shopping area near Sheraton). All in all, my vacation was WOW. Tip: take the taxi to airport, as it is convenient, safe and only 50,000 rupiah. Hotel makes; …",Martin wrote a review Jul 2014,Positive
555,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or540-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Saras A,Date of stay: June 2016,Limited facilities &amp; poor up keep,Stayed here for 4 nights with my partner. Was such a great place to escape and relax. Prices of cocktails and beer was great for a resort pricing.. Adi was the best cocktail maker as well so always get him to make something special We were upgraded for free to the Lagoon Access Room. Absolutely stunning and huge. Short swim around to the bar. Everyone kept saying the Sports Bar opened at 530pm but in the room it says 5pm so we missed the start of our footy game. That would be my only complaint. Great options for breakfast International inputs for charging electronics which always helps. Wifi was excellent around the hotel and in room. Great experience and would stay there again if I were to venture to Jimbaran again. Tropical Wonderland.,Saras A wrote a review Jun 2016,Positive
556,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or760-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed here for 4 nights. Room was big and spacious with a big balcony and nice and fitting decor and comfy furniture. Pool a a bit shallow, however they do give you towels which one can take to the beach which is just across the road. Spa was good, but nothing spectacular, decent price for the area. Not much to do in the area, however the fish restaurants were great. Service was impeccable. Breakfast at the hotel a bit bland after the second time. Overall good resort. Think best suited for families.", ,Positive
557,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or660-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed here for 5 nights, we were kindly upgraded to a suite room with lagoon access. The room is very nice and the pool access is great. We stayed with our 1 yo toddler and she loved the pool and the kids club and the very sweet and kind staff there. But thats it, apart from sweet staff, the service was a bit lousy, waiting long time for ordered drinks, 30 mins after ordering staff informing us the dish was not available. The room, though being very nice, had this sewer smell coming out of the shower, really discusting. The last night our daughter was covered in little bites, not mosquito bites, am afraid it were little bugs visiting (though we know that happens at the top resorts as well, its the climate) Also the hotel charges for internet after one hour, which hotel does; …", ,Positive
558,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1070-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed here for 8 nights for our honeymoon in June. This is a new hotel with a chic, arty, modern design. The rooms are very spacious, lovely bathrooms and the pillows and beds are very comfortable. The hotel is centred around a saltwater lagoon pool however is not set in large grounds. Although Jimbaran is a tourist area many of the Balinese people we met live in the area so you get more of an authentic Bali experience. It was a pleasure to share the beach with the local smiling families. We stayed in a penthouse suite, which had a roof terrace and plunge pool over looking the ocean which was bliss. The hotel was not too busy when we were there but the team goes the extra mile to provide a great personal experience, with free 10 minute massages around the pool and fresh; …", ,Positive
559,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or515-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,Stayed here for 8 nights in June. Staff were amazing. So pleasant and helpful. Rooms were spotless and large we had a swim up lagoon access pool. Disappointment was I wouldn't say 4 or 5 star probably 3 in Australia as pool was looking tired and railings were rusty and a few tiles missing. My husband and I both got sick on the 2nd day with Bali belly and had only eaten at one cafe at Jimbaran Bay and the resort. I ended up being sick for the whole time . Personally I wouldn't go again., ,Positive
560,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or375-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Ahmed S,Date of stay: March 2017,Smokey meridien jimbaran,"Stayed here for 8 nights in the lagoon access room and did not want too leave. Staff are amazing and welcoming also very good at remembering names. Room was great, spacious and perfectly cleaned every day. Could not fault this place at all!",Ahmed S wrote a review Mar 2017,Positive
561,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or740-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Mahjarunner,Date of stay: June 2015,"Lots of pluses, some minuses","Stayed here for two evenings after arriving in Bali in the afternoon as a pit-stop before traveling to Ubud. The rooms are nicely furnished and contemporary as well as being comfortably sized. However in the grand scheme of the villas in Bali, this hotel is more of the same as you would expect in other cities. Staff the restaurant were also considerably slow and due to it's rather discreet location there's not much to do nearby.",Mahjarunner wrote a review Jun 2015,Positive
562,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or255-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed here for two night in june, got wrong room in the basement and was not able to change the room. Im platinum member at SPG and this is not the service i ecpect. In the breakfast there was plenty of folks so i had to wait 20 min for a table. Sorry, but i will not come back.", ,Negative
563,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or150-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,Stayed here in 3 rooms with my family. Hotel room (2 bed room suites) is nice and clean. Living room is big for family gathering. Staffs are friendly and helpful. Food is good and room service is fast and delicious. Kids rooms and pool are good place to spend time with children. Beach is walking distance just behind the hotel but not so nice and many overcharged restaurants., ,Positive
564,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or55-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,Stayed here in June 19 with 2 kids after reading reviews and looking at photos. The hotel itself looks like it would have been great a few years ago but is in major need of repairs and renovations. Building is tired and needs work. The initial room we had had some form of water damage and smelt of mould so we asked to move to a new room. Kids club is nearly non existent and a few times we had to ask if there was anyone that was going to come and supervise our children., ,Negative
565,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or555-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Frederik P,Date of stay: May 2016,"Le Meridien Jimbaran, Bali.","Stayed here only for one night. I wanted a hotel near the airport. I also got intrigued by the layout of this hotel. I was not disappointed. The bar at the roof deck was the perfect spot to wait for the sunset. It is called the smokey lounge because you can see the smokes from the many seafood bbq stalls at the back of the hotel lining up the coast of the beach. This is the famous Jimbaran Seafood fiesta area. The pool is a salt water pool with many bends and surprises. The furnitures and decor are all well thought off. Eclectic but definitely wonderful pieces. Our room had a balcony facing the pool, a depressed living rooms for our guests, a spacious and luxurious bathroom with a separate shower and deep soak tub. Spent the whole morning there during our stay. We did; …",Frederik P wrote a review May 2016,Positive
566,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or145-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed here twice in the past year and both stays has been very pleasant. Big and modern rooms, great staff and a very nice location close to the many fish restaurants on Jimbaran Beach. Well made room-service meals as well and breakfast pretty good. Maybe a bit quiet on both our stays but we enjoyed that so no problem. Price has been very reasonable and well worth it both times given the service, facilities and most importantly - the location.", ,Positive
567,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1055-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,TLCM64,Date of stay: August 2013,Excellent new hotel in great location,"Stayed here with family just before the grand opening in the beginning of May. Overall satisfied with our stay. Here are a few of my thoughts: -The hotel itself is nice. As it should be, beeing brand new. The rooms are decorated with a maritime theme, the public areas more colourfull. I kept wondering how it would age, don`t think it`ll look that nice in a couple of years, but time will show -most of the courtyard is occupied by a large, beautiful pool. The beach is just across a parking lot and through a row of restaurants (where you can have cheap &amp; yummie seafood in the evenings). -service was very attentive, friendly but a bit unexperienced. -Didn`t have many meals at the restaurant besides breakfast,which had plenty of choices. Went for lunch on the first day, the food; …",TLCM64 wrote a review Aug 2013,Positive
568,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or340-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,soldi28,Date of stay: May 2017,Nice and spacious rooms,"stayed here with my family and in laws, ground floor room with access to the pool which was great. Food in hotel restaurant was excellent and staff (particularly the hotel manager ""smiley"") were very welcoming and tried hard. Immediately across the road from the seafood restaurants from jimbaran bay which was great for eating - though also meant very smoky from all the coconut burning BBQs when the wind is blowing the wrong way Kids club included for free - my 3 year old daughter was happy enough there (asked to go back!) but it didn't feel as professional as kids clubs at more established resorts like Club Med. Only downside is the buildings are a little tired, with peeling paint and loose timbers on the boardwalks. I think its been a while since the last refurb.",soldi28 wrote a review May 2017,Positive
569,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or35-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Christine Joan S,Date of stay: September 2019,Beautiful stay once again,"Stayed here with my family of 4, all the staff are very warm and helpful. It’s very secure with excellent security at front doors and gates. Clean, large rooms with very comfortable beds. Water bottles, coffee and lots of tea bags in rooms daily. Takes a little while to figure out how to work taps in showers (it would be helpful if guests were given a quick explanation at check in - basically the top shower tap chooses whether you want to use the small or large shower head. The bottom shower tap chooses hot or cold - press the button and turn to left for hot water). Clean, large pool with great pool bar. Hotel is a little dated but we didn’t mind the decor. Breakfast buffet was great with lots of variety and nice barista coffee (but slow in service but ok if you order coffees as; …",Christine Joan S wrote a review Oct 2019,Positive
570,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or415-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,vanessamill,Date of stay: January 2017,Luxury Escapes Package for a family group of 10,"Stayed here with my partner for 2 wks with everything booked with Expedia. It takes about 30 mins from the airport and try to get a Blue Bird Group taxi and just walk pass any one who is trying to hassle you with transportation as they charge about 200kIDR whereas the metered taxis are only about 60-70kIDR to the hotel. Upon arrival, we were greeted with friendly valet staffs who took us and our luggages in a golf buggy up to the lobby. We were given free welcome and refreshing drinks and cold towelettes. Lobby area was nice complete with a bar, ample couches and chairs, tours desk and a big window overlooking the lagoon pool. Check-in was smooth and no hassles. Originally we had a classic view room on our reservation but we kindly asked for an upgrade and was given a; …",vanessamill wrote a review Jan 2017,Positive
571,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or195-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,SFLeonce,Date of stay: December 2017,Falling apart and covered in smoke,"stayed in a good room, after they upgraded as my platinum previledge. unfortunately the room was too moist, they really have a serious problem with the building (for a 5-star hotel standard). the staffs assisted me with excellent and consistent services, from checked-in till checked-out, although small part thet they have to encourage: to give more sincere service to all of customer (including domestic tourist). the other encouraging thing is, they offer us a free photo lounge, providing a professional photographer to have a surrounding picture for free, and tou can take a complete package by adding some amount.",SFLeonce wrote a review Jan 2018,Positive
572,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or145-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Sam M,Date of stay: August 2018,Wouldn’t pay to stay here!,"Stayed in a lagoon view room that has a view over the hotel pool. The room is large and clean, with a separate sitting area and good sized balcony. The bathroom is also large with a free standing bath and separate shower. The pool is a good size and there are plenty of sitting areas around it. There is an air conditioned gym and a spa, though we didn't try the spa facilities on this trip. There is also an restaurant in the hotel that serves reasonable food and excellent breakfasts. Like the rest of our trip to Bali, the standout thing about this hotel was how friendly, helpful and attentive all of the people we met were. All of the staff were great but we would like to mention Duya, one of the waiting staff who gave us useful advice about local trips and sights and Smiley, who; …",Sam M wrote a review Aug 2018,Positive
573,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or905-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed in bali for 4 nights 3 meridian and a night in intercontinental. Meridian is One of the better hotels we have stayed in. We stayed in the lagoon access room which was superb . The room was huge ,clean and the fact that we could jump into the pool whenever we wanted to from out balcony was great. The bar in the pool was great as well , could just swim from your room straight to the bar for a couple of drinks . The seafood restaurants were just a couple mins from the hotel . Overall a great and enjoyable stay and experience .", ,Positive
574,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or340-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,maureen1111950,Date of stay: April 2017,Luxury and beauty.,"Stayed in the lagoon view room. Try not to get rooms facing the Intercontinental Hotel as it faces the generators and is noisy. Very spacious room and bathroom with a walk-in closet that allows us to put our luggage. F&amp;B needs improvement. We ordered a Thai papaya salad which did not taste anything like a Thai salad. Had burger which was quite tasteless though it was stacked with lettuce, fried egg, tomato and cheese. Not sure if they are understaff as service was slow for breakfast and at the pool. Their best asset - Smiley, who is the pool attendant made a difference with his presence. He remembered all the names of the guests who were at the pool. He was doing almost everything from guest relations to helping out with F&amp;b service to conducting aquarobic! To sum it; …",maureen1111950 wrote a review May 2017,Negative
575,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or645-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Ean,Date of stay: November 2015,Live up to its brand - Le Meridien!,"Stayed in two suites that have a connecting door. Rooms are super big. Very huge, very very huge with shower and a bathtub. Free wifi. There's kids pool. Kids activities room, shops, restaurants. Very first class.",Ean wrote a review Dec 2015,Positive
576,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or670-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed on a luxury escapes package which was great value - included kids, transfers, brekkie, a couple of meals, massages etc. All fantastic. Travelled in a group of 3 families . They picked us up all together from airport. We all loved the breakfast..youngest loved the donuts - favourite donuts in the world! Room was a lot bigger than most and bathroom with gorgeous freestanding bath in the middle was a great size. I really enjoyed the pool area - pool wasn't too deep so felt safer for kids .. Kids also enjoyed the kids club - not that much time was spent in there , but they knew it was there if they wanted to go in. Service was slow at times but still good. They were all very friendly. Lack of variety of restaurants was disappointing but there is plenty around - especially; …", ,Positive
577,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or715-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Lance S,Date of stay: April 2015,Great rooms but not directly on the beach,"Stayed only for one night. Got late check out until 2pm next day. Quite happy. Very friendly front desk staff, one timely welcome drink to help you get refreshed. Hotel property is a bit aged. Updated to lagoon access room, a wise decision I made. Breakfast is okay; good omelette. Lol. The only thing is, they don't provide swim ring as part of the lagoon room service. If you need one, buy from the gift shop for USD$25. The two other hotels where I stayed at before, they all can help you out. Won't come back. Nothing special here.",Lance S wrote a review Jul 2015,Negative
578,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or985-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed there 5 nights over Christmas. The decor is very modern and fresh looking. It's not by the beach but it has a very resort feel to it. The pool (or lagoon as they call it) is pretty unique as it spans over the length of the property and the rooms on the ground floor looks like they have their own waterfront yard. The rooms are amazing and very spacious. I had the room nearer the restaurant, so it was quite a walk to the room. The wifi was very reliable throughout the hotel. The staff are all really friendly and efficient. The area surrounding the hotel is pretty quiet and relaxing, more of a village feel. The only negative thing I have to say is that the famous seafood BBQ centre is next door and every evening, you get lots of smoke and smell coming into the hotel area.; …", ,Positive
579,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or935-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Chris B,Date of stay: May 2014,Bali of the Two Faces...,Stayed there for 3 nights with families with small kid. Wonderful hotel with great staff. The room is spacious yet still cozy. The swimming pool / lagoon is nicely designed with good amenities like beachballs and other floating device. Although the hotel is not on the beach but it's only a few minutes walk away from Jimbaran Beach. The famous seafood restaurants are just in front of the hotel back door. Lastly the staff are all well trained and speak good English. Special mention to Adit who made us feel very welcome during our stay.,Chris B wrote a review May 2014,Positive
580,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or890-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed there for 3 nights. First impression when saw it it in pictures is a nice hotel with tempting pool, but after arrived, there's nothing special. Can't say much, but this is not my type of hotel. The staffs performance is good though.", ,Positive
581,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or440-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,AstiRassi,Date of stay: November 2016,Chic and Modern,"Stayed there for a 2 nights stay over a weekend. Rooms are clean and very spacious, staff is friendly and attentive. Location is good, very close to the famous Jimbaran beach with all its great seafood places. The resort is one of the hotels which does not overprice its restaurants. So if you feel like not going out....its still an affordable option to dine in the hotels restaurant or to call room service. Well done!",AstiRassi wrote a review Nov 2016,Positive
582,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1030-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Stayed twice on the hotel this year, once on May, and the second last couple of weeks. Overall stay was OK. If you just plan to stay at the hotel and not going anywhere, this is one of the place to stay. Room was huge, bed and pillow was very good as well, big bathroom, huge LCD TV, and quiet. The hotel's facility is OK as well, huge salt water lagoon, decent gym only for a couple of days stay, good restaurant for dinner. On the second stay, i was a little bit dissapointed of the amenities provided. a little bit downgraded, i remember the first time i stayed, even the slipper has a very luxurious feel and plushy. The breakfast wasnt as good as it used to be, its a little bit boring, and not so many choices, on a la carte and buffet. I was actually waiting for the breakfast; …", ,Positive
583,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1080-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Mati I,Date of stay: July 2013,Nice New Hotel with Endearing Staff,"Staying at june 21 - june 23, we came to the hotel at 7PM, actually that the room were good and very comfortable as any other Starwood in Bali, but for the services still need to be improve especially when handling the guest concerns and need. We came to stay at the hotel but then we realized in our room that the tile on the floor have a big scratch of words, we already complaining this situation but the Front Desk have nothing to do except saying Sorry and will get back to us, its a quite dissapointing when actually the front desk didnt get back To us until we check ing out. Over all, such a beautiful new hotel but with the service need to be improved, compared with any other Starwood hotel in Bali, this is not yet Starwood hospitality.",Mati I wrote a review Jul 2013,Positive
584,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or260-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Staying at Le Meridien Bali Jimbaran which is just a few minutes walk from the beach and fabulous seafood has been lifted levels better because of the focus on customer service and satisfaction by the front desk staff at this great hotel. In particular Bisena, the Front Office Manager is amazing! Tri and Bobby on reception have been terrific! They were able to juggle room occupancy and bookings to help us out of an awkward situation. Thank you so much! Janis and Gayle", ,Positive
585,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or60-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,Staying at this hotel was one of the best experiences I have had with a Marriott hotel in a long time. The hotel upgraded us to an amazing presidential suite and every part of the experience was flawless. Our luggage was brought to the room promptly and the staff were incredibly friendly and helpful. Breakfast was excellent with a large spread of different dishes. There is also a cool rooftop bar / restaurant area with a great view of the sunset. I would definitely book this hotel again and recommend others to do the same., ,Positive
