,page url,nama-responden,date-review,title,text,date-stay,rev
536,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or690-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This is the perfect place to get some peace and quiet and experience beautiful elephants first hand. The staff were so friendly, The elephants are well looked after and swimming with elephants was incredible. Highly recommend spending one or two nights here.", ,Positive
537,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1095-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This Lodge is about 2 hours out of Denpasar and will cost $US50 if you take their service. THe location is beautiful though. We got that about 10am as we had to leave early the next morning for a flight. We completely screwed up their itinerary but they squeezed all the activities into one day for us. In total we probably only spent 3 hours doing everything the park offers. While the elephant tour was only about 20 minutes etc, the highlight for my fiancee was the swimming with the Elephant, Mr Wong. The elephant would dive in and out of the water and go on its hindlegs. It was a rare experience for her and she loved every second of it. As for the room, this is where things went down hill a little. The room was ok, the pictures were a little misleading in my opinion. There; …", ,Negative
538,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or460-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Ozzy travel,Ozzy travel wrote a review Aug 2016,Amazing place!!,This lodge is situated at taro bali jungle... very good place to entertain my kids... lots of elephants... good thing is that the complete lodge area is clean and there is no bad smell... we also had experience a heavy rain at night... elephants are very friendly... we enjoyed stay there!,Date of stay: August 2016,Positive
539,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or695-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Tdgoodsell,Tdgoodsell wrote a review Jan 2015,Elephant experience,"This park and hotel is definitely the most interesting part in my trip in Bali. Visitors can feed the elephants at any time. Even though we did not book through the hotel website, the hotel offered us the whole package (including elephant day safari and some other activities) as well. Nothing to complain. I will certainly visit this hotel again, but with my kid in the future.",Date of stay: January 2015,Positive
540,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or365-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,CWP7721,CWP7721 wrote a review Mar 2017,A real thrill,"This park experience exceeded our expectations. The grounds were lovely and the elephant park was very enjoyable. We learned about elephants from our ""driver"" who is dedicated to his specific animal. Our 30-minute ride seemed longer and it was pleasant traveling through the jungle, spaced far apart from the elephant in front and behind so it seemed we were the only ones there. Our guide accommodated us with photos on his elephant. At the end of the ride, the elephants walk into a swimming hole and have fun with the water (with us on top!) People can purchase fruit to feed the elephants. There is a little show a couple of time a day, showing the elephants performing tricks. The buffet lunch was great and the gift shop had LOTS of souvenirs of all kinds! The lodges must be quite; …",Date of stay: March 2017,Positive
541,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or320-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This park is seriously one of the best places you can be in Ubud. You practically live a few hours of your life with elephants. You can wash them, feed them and ride on them. I personally enjoyed the elephant safari the most as the trail takes you deep into the jungle and you can see all kinds of weird stuff you wouldnt find anywhere else. I saw a HUGE spider (though it wasnt poisenous) and all sorts of tropical fruit like coffee beans and cocoa. The guide was awesome and he was really helpfull", ,Positive
542,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or225-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This park should really be an example for the park businesses per se. Amazingly well kept facilities and animals. Friendly and professional staff everywhere. The park is part of a series of businesses under the same umbrella, all of them striving for excellence. Great packages available", ,Positive
543,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or435-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This place has so many good reviews and stars but for me it was a different experience. I love animals and when choosing to go on vacation to Bali elephants had to be included in my journey. I was not crazy about coming here but I wanted to be close to these magnificent animals so I decided to give it a shot because it has great reviews. I booked a bathe with elephants and breakfast package. We got picked up early at 5:45am our driver dropped us off, we had someone guide us into the park and explained what we needed to do. I see there are elephants everywhere but they are chained up unless they are with they're mahout (trainer). They have 2 elephants set up next to a pond, they give you a hose and brush so you can ""bathe them"" basically wait in line do it for a few minutes; …", ,Positive
544,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or390-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This place is a jewel. I traveled here with my wife and 10 year old. We are in love. To bath, swim, feed, ride and play with these giants is amazing. My kid loved the pizza and we loved the food, staff, and room. I have nothing remotely bad to say about the place. If you are traveling through Bali. A one or two night stay will make memories that will never be forgotten. Maybe this place will lead to others being made. The world could use a few more.", ,Positive
545,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or700-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Robyn S,Robyn S wrote a review Jan 2015,A beautiful end to 2014,"This place is a must. The accomadation here is just amazing and the views breath taking, if you like elephants..which I do. We had an itinerary on arrival of two full days, which we found so convenient, rather than asking for the times of shows, elephant rides, elephant pick up from room to dinner etc. The interaction with the elephants and staff is very close and personal. The staff are very knowledgable and friendly, and you can ask them anything, they are aways willing to oblige. Would I stay here again, oh yes in a heart beat.",Date of stay: December 2014,Positive
546,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1200-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Wunders,Wunders wrote a review May 2010,Absolutely amazing,"This place is absolutely fantastic. If you are an animal lover, the chance to touch and play with elephants is magical. 30 elephants and 3 babies. You can wash them, ride them feed them and just soak them up. The baby elephants wrap their trunks around you arm and play tug a war. The hotel is stunning, the food incredible, service so friendly. We did a great package with transfers, parkview room, breakfast and dinner. It also included a day and night safari. Imagine riding a gentle giant thru the misty mountain on a romantically lit track. Then having dinner in the palm grove, candlelit tables set with white linen , the noises of the elephants all around you WOW! The 5 course meal absolutely beautiful. I cannot recomend this place hghly enough",Date of stay: May 2010,Positive
547,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or460-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,annetteyjames,annetteyjames wrote a review Aug 2016,Experience of a lifetime,"This place is amazing! Went above my expectations. ALL the staff were super friendly and helpful. They were trying to help taking photos of us, playing with the elephants and person who was riding our elephant was really friendly telling us about the hotel and how they care of the animals! I'm really happy I went there!",Date of stay: August 2016,Positive
548,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1045-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Phoebee A,Phoebee A wrote a review Aug 2012,Had lots of fun!,"This place is amazing, it really is! It is difficult to review as there are two seperate entities, the elephant park itself, and the hotel/lodge area, so I will start with the lodge itself. As hotels go, this is right up there with the best. I think the lodge area deserves a review of it's own because it is absolutely worthy of special mention. The rooms are HUGE, even the basic paddy view ones, and are very pleasant; absolutely worthy of five star accomodation. Everything that should be included in top notch accomodation is there, super comfortable bed, safe, air con, sattellite TV, power shower, etc. I could not fault the room at all. Even the small touches, such as the bed having carved wooden elephant feet, the face towels in the bathroom being folded into the shape of; …",Date of stay: September 2011,Positive
549,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or300-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This place is so relaxing. We ended up buying tickets online for entry, which included the elephant ride. We arranged our own transport using a local driver (only paid 400k). We entered the safari park, fed the elephants and then we're treated to a 15min show. We then had a elephant ride through the safari and then had lunch in the lodge. Definitely worth while going but don't get ripped off by local tour guys, check online for offers!", ,Negative
550,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1155-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This place is well and truly worth every cent you pay. I can not speak highly enough of the staff, accommodation,food, tours and of course the elephants. Our visit was so much more than we had expected. I can't wait to go again.", ,Positive
551,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or600-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This place really is located in one of the most breath taking surroundings ever. I did really enjoy my time here. The bedrooms are chic, clean and very spacious the beds are comfy and the bathrooms are lovely. However I can’t help but feel like these elephants should be free. I understand they are taken care of but Elephants belong in the wild. Not chained up at night. Granted these animals are pampered every morning and have regular baths, food and attention but it still doesn’t feel right- money is being made off their captivity. I was under the impression that these animals were allowed to roam around care free at a distance of the hotel guests, but you have elephants in daily “talent” shows and they are constantly being told to pose for pictures and carry tourists around.; …", ,Positive
552,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or170-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Samuel C,Samuel C wrote a review Aug 2018,Lovely visit.,"This place sells itself as a ""sanctuary for elephants"", but this is completely false. It is yet another cruel animal attraction. Elephants here are forced to perform acts and carry tourists around on elephant rides. Elephant rides are NOT comfortable for the animal and cause long-term damage to the animal's spine. The elephants are also chained on metre long chains before their performances. They lie to guests about the ""reasons"" for chains and elephant rides. It was heartbreaking to see the elephants. I regret not researching this place properly.",Date of stay: August 2018,Negative
553,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or470-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,MissTandi,MissTandi wrote a review Jul 2016,Great...Great..Great Experience = Worth the price,"This place was amazing. I definitely recommend staying there. Swimming with the elephants was the highlight but you can also feed them, go on a safari ride, and get picked up by an elephant for dinner. Get a park view room. It was so cool waking up and seeing elephants outside your room.",Date of stay: January 2016,Positive
554,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or705-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Tamara M,Tamara M wrote a review Dec 2014,graeat!,"This place was fantastic! There is plenty of learning to be done with the museum and the mammoth bones. We rode the elephants for maybe 30 minutes and even walked through the elephant pool. There was also an elephant show where the elephants did tricks like play basketball and carried the trainer on its trunk. The best part though was feeding the elephants and taking photos after the ride. The staff helped us stage several photos with the elephants and were happy to take the pictures with our cameras (so we didn't have to buy anything extra). Some of the best photos from our Bali trip came from the Elephant Safari Park. We paid about $200 USD for the four of us to ride elephants and tour the park, and it was well worth every penny. A very memorable day for us!",Date of stay: April 2014,Positive
555,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or175-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Ashby886,Ashby886 wrote a review Aug 2018,Awful place.,"This place was incredible!!!! Firstly, I need to address some of the reviews I have seen. Yes the elephants are chained up for parts of the day, but this is for yours and their safety! The elephants were rescued so they are still wild animals - I agree that we would rather see them in the wild but the world isn’t a perfect place, they are happy and safe at masons! The whole morning was great, washing the elephants, riding them and then the breakfast was simply lovely! They are currently building a new roaming area for the elephants which will mean less chains and more freedom - win! The only was they can fund the new development is by having people visit, so go! You won’t regret it",Date of stay: August 2018,Positive
556,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or55-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,wendyrubins,wendyrubins wrote a review Aug 2019,Amazing place,"This review is going to focus on the benefits of staying overnight at the Mason Lodge as we felt like there was a lot of ambiguity as to what you get. This won't focus on the treatment of the animals which you can decide for yourself based on other reviews. We stayed 1 night at the hotel and while it was great to see the elephants, we felt like the employees were intentionally ambiguous to us in what we received for staying at the lodge vs what we had to pay for out of pocket. To be clear, the only things you get for staying at the lodge, outside of the room, is: -Free entrance to the park and access at all hours -20% discount on any of the elephant activities (see picture for list and prices when we went in July 2019) -Elephant ride from your room to dinner at 6:30pm, about; …",Date of stay: August 2019,Negative
557,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or625-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,PTBaliLuxuryVillas,PTBaliLuxuryVillas wrote a review Jun 2015,A fantastic day with gentle giants,This sanctuary for Sumatran Elephants was an absolute joy to visit. Highly recommend getting up a bit earlier to wash and bathe with them. Yes they chain the over night and sometimes during the day. But this to stop them running amuck and stealing each other's food. Definitely happy elephants is what we saw and interacted with. A bucket list experience.,Date of stay: June 2015,Positive
558,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or570-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,JCshenfield,JCshenfield wrote a review Oct 2015,Was sceptical about doing an elephant ride but,"This trip was actually totally unplanned. We just decided to spend our 2014 holiday at Elephant Safari Lodge a week before our departure :) Good choice ! We captured a priceless moment. 1. We came around 3hours earlier,without any notice. Lucky us!They gave us early check in. 2. The MAMMOTH museum !! I dont think I can find it in other place in Indonesia. If you have kids, this should be in your no.1 list ^^ 3. The Room and amenities were good. No complaint at all. 4. Breakfast, dinner, or doing SPA with direct view to the Elephants? We got it here !!! 5. Not to mention the romantic Elephant night ride, elephant show, and many more..love it !! This is my best : I FELL in LOVE to the ELEPHANTS !! I've never imagine it before. They are so loveable !! My favorite, is Jegek, the; …",Date of stay: October 2015,Positive
559,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1150-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,fenix938,fenix938 wrote a review May 2011,the best hotel we had in 1 mond,"This was a great experience to interact with elephants in their day to day routines. Getting picked up from my room by elephant , daily talent show and night and day safaris were all apart of the intinerary. my personal pick was the elephant bathing which allowed me to get up close and personal with the animals at what appears to be there favourite time of day.",Date of stay: May 2011,Positive
560,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1030-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This was a great place to spend a few hours; however, if you are short on time, skip the elephant ride and hang out with the baby elephants. The trainers are very friendly and were very happy to get the elephants to pose for pictures....it was a great excursion.", ,Positive
561,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or410-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,devorahk890,devorahk890 wrote a review Nov 2016,Love,"This was a really good day out organised by the Trans Resort for us. The driver that took us was very interested and extremely in hurry to get there. But once we survived the ride we watched the Elephant show, walked around the other enclosures and had a 35 minute Elephant ride which was very enjoyable. After all this we had a very enjoyable lunch that was included in our ticket price and had a very wide range of food",Date of stay: November 2016,Positive
562,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or260-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This was an absolutely fantastic elephant ride activity! The venue is beautiful, and our tour guide was very friendly and chatted with us through the 45 minute or so elephant ride. The live elephant show is also great fun and a buffet lunch is also served. The staff also take fantastic pictures for you with the elephants, which come out amazingly! Highy recommend", ,Positive
563,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or480-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This was an event like never before, and so calming, while yet an adventure beyond expectations. The owner discussed in detail about his interest in saving the dying-off Sumatra elephants from natural causes and tusk-Ravens. He took it upon himself, with much challenge from many, to open The Sanctuary. He made a point of us knowing that the elephants ""only do what they want to"", so if the elephant is feeling down one day it does not take riders. You can see it in the elephants' spirit that they are happy to be there. They actually smile! The handlers train them to do sweet things, such as hug you with their trunk, while you get a chance to see them up close and pet them prior to riding. Their original handlers, if they had one, were relocated with them to keep them; …", ,Negative
564,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or330-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This was an experience that my husband and I will remember for a long time. First we helped wash the elephants, then we got in the water with them. Followed by feeding them. Each elephant has their own carer who is dedicated to looking after them, they build a bond and connection with each other. The park is clean and well maintained. The elephants are very well looked after.", ,Positive
565,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or695-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This was definitely the highlight of our very recent Bali trip. The park it self is so well maintained, the gardens are beautiful and the elephants are so well cared for. The staff are so helpful and nothing is a bother. The interaction with the elephants is amazing and the staff will happily click away with your own camera so you have lots of photos. We had transport from the hotel which was great. The owner of the park has done an amazing job with this park and the care of the elephants he should be very proud. We Didn't stay at the lodge it self but if we came back to Bali we would consider doing a couple of days.", ,Positive
566,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or80-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This was my second time visiting Asia. My first visit was Thailand. While in Thailand, I was able to spend a day at a true elephant sanctuary where the elephants are free to roam, they are not put to work, they were not chained, and they weren’t bombarded by flocks of tourists. When I decided to visit Bali, I was excited to visit with the elephants again. My friend came across the Mason Elephant Park. We checked out the reviews and decided to make a reservation to feed and wash the elephants. We made our reservation directly through their website which was very easy. We had quick replies and all questions answered.the park has its own drivers and they picked us up in a private car at our hotel in Sanur to transport us to the park. Our driver was very polite and friendly. The; …", ,Positive
567,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or380-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Moataz S,Moataz S wrote a review Jan 2017,Best hotel ever,"This was my second visit to the Lodge. Came in Oct 2016 with my sister and just had to bring husband and 11 year old son here too. Visited Jan 2017 with them. Everything about this place is top notch - great staff, great facilities and great environment. The elephants are lovingly cared for and certainly well treated. They respond to voice commands and appear to enjoy their work. We stated in a Park View room which overlooks the elephants, which is just amazing. In the morning we washed and swam with the elephants which was just amazing. I love how the staff are more than happy for you to take as long as you want interacting with them and feeding them and will take as many pics on your own device for you. It's not cheap but for the incredible experience, it is well; …",Date of stay: December 2016,Positive
568,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This was not part of our original plan for visiting Ubad but turned out to be a very good call. The drive is not too far from Denpasar and it passes the Jungle Swing and the majority of tourist attractions in the area. The service is extremely sufficient, the food and drinks are amazing and the scenery is beautiful. The rooms are very spacious and fitted out for luxury. We liked watching the sun go down over the rice paddies and enjoying the hot nights at the open air restaurant and bar. The buffet dinner is a must as it includes many local dishes and is cooked to perfection. The bar has a few cocktails that are exclusive to the venue and are amazing. PLEASE listen to staff when they explain where the animals are from and remember it is a RESCUE center.This venue is not; government funded and they rescue elephants that would have been enslaved to work or would have died of starvation or worse. They are beautiful and majestic but they are still wild rescue animals. We think they do an amazing job (granted I don't work with animals) with limited space and limited funds. Please ask questions if you are concerned and don't jump to conclusions. We had an amazing once in a lifetime experience. We sat each night watching these giants sleep, swaying in the moonlight and serenading us with deep rumbling voices. Thank you to everyone there and we hope you continue with the good work.; …", ,Positive
569,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This was not part of our original plan for visiting Ubad but turned out to be a very good call. The drive is not too far from Denpasar and it passes the Jungle Swing and the majority of tourist attractions in the area. The service is extremely sufficient, the food and drinks are amazing and the scenery is beautiful. The rooms are very spacious and fitted out for luxury. We liked watching the sun go down over the rice paddies and enjoying the hot nights at the open air restaurant and bar. The buffet dinner is a must as it includes many local dishes and is cooked to perfection. The bar has a few cocktails that are exclusive to the venue and are amazing. PLEASE listen to staff when they explain where the animals are from and remember it is a RESCUE center.This venue is not; government funded and they rescue elephants that would have been enslaved to work or would have died of starvation or worse. They are beautiful and majestic but they are still wild rescue animals. We think they do an amazing job (granted I don't work with animals) with limited space and limited funds. Please ask questions if you are concerned and don't jump to conclusions. We had an amazing once in a lifetime experience. We sat each night watching these giants sleep, swaying in the moonlight and serenading us with deep rumbling voices. Thank you to everyone there and we hope you continue with the good work.; …", ,Positive
570,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or675-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,MirabelnMuddy,MirabelnMuddy wrote a review Feb 2015,Bathe with gentle giants,This was not what I had expected at all . The elephants including the baby elephants were chained to concrete pads when they were either not giving rides or performing in a patronising show . In speaking with the handlers ( who obviously care deeply ) they confirmed that the elephants have no time EVER to roam freely or socialise with the other elephants . They also said this was the law that elephants must be restrained at all times. The animals were either depressed and vacant or swaying in boredom with their legs chained up .I came home feeling really sad for these amazing intelligent and sensitive creatures had been exploited so badly .,Date of stay: February 2015,Negative
571,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or450-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,This was one of the best days we had in Bali without a doubt. I was initially a bit worried about how humane the park would be but after my visit I have no worries at all. We had a 30 minute elephant ride through the park which a brilliant experience. The merhuit of the elephant we rode was completely in love with his elephant and referred to her as his sexy second wife. He was very talkative and informative. We then got to feed the elephants by hand and watch them perform Omar show of different tricks. The park was immaculate and the elephants were extremely looked after. A must do in Bali., ,Positive
572,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or500-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,hcoli,hcoli wrote a review Jun 2016,Absolutely Amazing,"This was our first time riding an elephant, and we loved it! Our guide was super friendly and really interesting. Our Elephant was Roxy. We were fortunate not to be in a big group and went around the track by ourselves. The food was great too and very reasonably priced. A must day out!",Date of stay: June 2016,Positive
573,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1160-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Australia25,Australia25 wrote a review Apr 2011,Worth Every Dollar! Highly Recommended,This was our first trip to Bali and being animal lovers we decided that we would stay here for 3 night’s .This may well be one of the best decisions we have ever made. The accommodation is outstanding and the service from all the staff was second to none. We chose to stay in a Paddy view room and loved every minute of it. The room was excellent and the bathroom amazing. The restaurant is fantastic and the staff very helpful and all spoke good English. The gardens are spectacular with orchids growing everywhere. Now to the elephants. I have been involved with animals of all species most of my life and this place is one of the best I have ever seen the elephants are relaxed and there was no sign of any stress or mistreatment of any kind. To have the chance to wash one of these; …,Date of stay: March 2011,Positive
574,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or15-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,worldwise2015,worldwise2015 wrote a review Jan 2020,Nice but not quite like the pictures,"This was our second visit to Mason and we enjoyed it every bit as much as last year (if not more). Friendly staff, great food, absolutely beautiful and well-maintained grounds. What more can I say? Oh yes..... the ELEPHANTS! We fed the elephants by hand, petted and cuddled them, went on a ride through the grounds and also got to gently pat and cuddle the new baby elephant (who was very curious and affectionate of his own volition). What an experience..... Let me say that we are very discerning about which animal facilities / zoo's / parks we patronise (and yes, we did pass on a few animal-oriented experiences in Bali - based on some reviews we'd read beforehand). But let me say these elephants are very well loved and cared for. Most are rescue elephants and are experiencing; …",Date of stay: January 2020,Positive
575,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1025-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,KalgoorlieAustralia,KalgoorlieAustralia wrote a review Sep 2012,Glad we stayed here!,"This was possibly one of the best experiences of my life and would defiantly go again. The elephants are just awesome and seem to be so well looked after and happy. The highlight for me was seeing the baby elephant having so much fun in the pool, although swimming with the elephants was totally awesome too. The staff are fantastic, the food is also pretty good and reasonably priced. I highly recommend the buffet in the evening with a few bintangs! The accommodation was superb. I would definitely stay overnight – as well as the fab accommodation you get picked up for dinner by an elephant and get to eat breakfast looking out to the elephants.",Date of stay: September 2012,Positive
576,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or395-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,52claytonk,52claytonk wrote a review Dec 2016,Finally saw elephants,"This was probably the best experience I have had in my life. it was roughly $150AUD including transport to and from your hotel to ubud and back. Including touching washing feeding swimming with the elephants and an elephant ride. Also includes a breakfast which is delicious (not the bacon) Got to swim with the elephants,,,, in there pee and poo (yuck) but they have shower rooms for you then a breakfast afterwards. On the elephant ride it is bumpy and quite long i would say 20mins. The carer is very lovely and chatty. Honestly the best experience of my life and my fondest memory of bali :) I RECOMMEND IT !!!",Date of stay: November 2016,Positive
577,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or150-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"This was such a great experience. We got to wash, feed, pet and ride the elephants. The restaurant and gift shop were very nice and the grounds at this preserve were gorgeous. You can stay the night here as well.", ,Positive
578,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or335-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Victoria L,Victoria L wrote a review May 2017,Mrs Vicki Leathard,"This was the best day of our holiday - the elephants were amazing!! We booked the breakfast and bathe package even though we didn't plan to do the ride, however we needed the pick up as were staying in Seminyak, and didn't grudge paying extra when the money goes to the park. We were picked up at 5.45 in Seminyak and arrived at the park around 7.15 am. We arrived and were slightly sad to see them chained however when we thought about it it wouldn't be great to arrive to them charging and fighting with each other! We were first moved on to bath them which was fun and they seemed to really enjoy it - at this point they are slowly being unchained from their stations and are roaming free with their trainer over to the bathing and pool area (they have to be chained when not with a; …",Date of stay: April 2017,Positive
579,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or300-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Soi,Soi wrote a review Jul 2017,Amazing safari,"This was the highlight of our Ubud trip. This wonderful, clean facility treats their elephants with respect and care. Plenty of food and water, and the visiting tourists can pet and fawn over these precious animals. Their eyes are soulful and they are clearly taken care of. They have free treats for the elephants and you can also buy (cheap) baskets of goodies to fed them and get their attention for photos. The staff goes out of their way to get you ""the perfect"" photo. Such a close and unique Experience, can't get any closer than we did. The lunch after the show was quality and good. Definitely would go again and again... can't get enough of the elephants !!!!",Date of stay: July 2017,Positive
580,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or45-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Kavita B,Kavita B wrote a review Sep 2019,Great Stay,"This was the most amazing and inspiring place to stay, we just did 1 night as it isn’t cheap but it was worth every penny, the elephants come and collect you from your room at dinner time and the food is yummy, the staff are amazing and the welcome drinks are a lovely touch upon arrival, the elephants are clearly well cared for each one having its own human that has clearly bonded well. Masons is the only rescue centre in Bali and I really feel grateful to have been fortunate enough to have had the experience.",Date of stay: August 2019,Positive
581,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1045-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Fabio Corbellini,Fabio Corbellini wrote a review Aug 2012,Must see attraction on Bali,This was the second time I've visited this park. Elephants are well looked after and I love being able to get up and close to them. The elephant ride is always a great experience. Lunch here was great we had a full buffet lunch included in our tour price. Definitely visit this park when in Bali!,Date of stay: August 2012,Positive
582,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1070-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Glenmac43,Glenmac43 wrote a review May 2012,Highlight of my Bali Trip,"This would have to be one of the best highlighs of my life. absolutley loved every minute of the 2 days I spent there in May 2012. The elephants are amazing and apear to be very happy and very well looked after, the babies are so cute. There is nothing negative I can say about this place, staff are amazing, food was first class and the rooms are just brilliant. Planning to return if possible next year to see the new baby elephant, thank you Nigel and Yani for sharing your dreams with others, may you be truely blessed for this.",Date of stay: May 2012,Positive
583,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1180-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,Thoroughly enjoyed the elephant experience. The story of how the elephants came to arrive at the park is quite moving and to see they have had successful new arrivals is great to see. Take some shoes with grip as the park pathways can be a wee bit slippy!, ,Positive
