,Page url,nama-responden,date-review,title,date-stay,text,rev
294,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2210-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,GabbyGus,GabbyGus wrote a review Nov 2016,Rejuvenating Effect,Date of stay: November 2016,"The Padma Ubud was a wonderful, relaxing resort. The staff in all areas from front of house to the spa were amazing. The infinity pool area had a magical view, with a great poolside cafe. The breakfast variety and fresh juices were a standout. We stayed on level 2 which central to everything.",Positive
295,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2305-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,amanda d,amanda d wrote a review Aug 2016,Incredible!,Date of stay: July 2016,"The place is very nice, peace and quiet. i stay there for 4 days and totally satisfied. the room very big, the breakfast was amazing, the view... fantastic, the infinity pool was great. the place i a bit far from Ubud Centre.. but it is worth it ! Love the morning view, all green, fresh air and feels we are in the middle of jungle. heaven !",Positive
296,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2265-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Sophie S,Sophie S wrote a review Sep 2016,Good for a once off visit,Date of stay: September 2016,"The real reason for a stay here would obviously be the stunning heated infinity pool. It's views will not disappoint. Weather is cooler in ubud so the heated pool is a blessing! Rooms were standard, although the heated towel rails are a nice addition! Views lovely from the standard room type. Staff are lovely and helpful, however where the resort failed to gain 5 stars for me was their food and drink. Cocktails weren't great and food only so so. Afternoon tea disappointing. The resort is also a 40 minute drive from the town of Ubud so not great as a base I you wish to explore the area. Best if you just wish to lay back and enjoy the view. Kids were catered for, however it felt mainly like a couples resort.",Positive
297,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2130-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,lmacz,lmacz wrote a review Jan 2017,As picturesque as the website photos,Date of stay: January 2017,"The resort is about 40 mins by car from Ubud. If you don't like stay in crowd town, it is a good choice to relax. It's quite large and beautiful. With its own pool and bamboo forest, you can spend time swimming and wandering. The spa is good, too. The staffs all are friendly and helpful. If the shuttle bus time could be more, the dinner choices more, it would be wonderful! In short, we had a great time!",Positive
298,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or90-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Williamz_Go,Williamz_Go wrote a review Nov 2020,Short escape,Date of stay: November 2020,"The Resort Was Awesome, Clean and comfort room, the staff are very friendly and helpful, warm hospitality, best service and many activities, we will come back again and for sure one night is not enough to explore the resort area, we will back for sure",Positive
299,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2395-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Cheryl T,Cheryl T wrote a review May 2016,Simply beautiful,Date of stay: April 2016,"The resort was beautiful and so peaceful. Waking up to the view outside my suite was such an amazing one, even with my private jacuzzi in the privacy of my room. The hospitality there was great too, when needed assistance, I could feel the sincerity. Thank you",Positive
300,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or15-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Imam H,Imam H wrote a review Jan 10,Staycation at Padma Ubud,Date of stay: January 2021,"The room was clean and large, activities are awesome, the view outside is good, breakfast was many various and delicious, staf was friendly, shampoo and shower gel was fragrant, the pool are unique and large with the maginifent view.",Positive
301,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2165-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"The rooms are fantastic and the lobby has a good feeling resort ambiance. The infinity looking pool is awesome with the view of the greenery. In the evening the lights are beautiful lighting up at the bottom of Swimming pool. The sounds of the guests who are screaming while singing (out of tune) will be one of the matter which we'd love to stay away. We had dinner in the restaurant near the Swimming pool, it was delicious dinner. Our expectation was high when we were having dinner upstairs as it looks exclusive. Unfortunately, the quality of the foods did not match us. Our children ordered 2 hotdogs which took 2 hours Long. We kept on asking 5 waiters but we still have to wait until all of us finished the main courses and desserts, then 1 hotdog arrived. Fair enough, they did",Positive
302,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2325-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Viola K,Viola K wrote a review Jul 2016,Beautiful and professional,Date of stay: July 2016,"The scenery from the hotel pool and breakfast area is one of the most beautiful I've ever seen, overlooking rice fields with mountains in the back. Hotel rooms are very modern and clean. Staffs are all polite, friendly and professional. It is the perfect hotel for a city get away. Hotel also provides various free activities throughout your stay, including village visits, outdoor cycling, yoga and gym classes. I would say it is suitable for family as well as couples. Spa is wonderful, best to book one day prior as it is quite high in demand. The only thing I might critic on would be the food. Maybe best to stick with Westerb foods when you're there, as their Asian dishes could be quite dry.",Positive
303,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or20-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Rajendra,Rajendra wrote a review Jan 6,Amazing Place and Staff,Date of stay: January 2021,"The second time we visited here. Its still amazing experience. The staff are top notch and our kids are very happy . The are mini zoo beside the garden. Our kids really like feeding animals, farming in the garden accompanied by friendly hotel staff",Positive
304,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2185-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"The staff at Padma Ubud were fantastic, nothing was too much trouble, in particular Fariz the butler, Nico and Komang out front and in the restaurant. These guys made the trip and stay really relaxing, they are a credit to the Padma. The hotel was excellent the in house restaurants were lively,, with great food and service. Would go back anytime",Positive
305,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2290-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Donna3000,Donna3000 wrote a review Sep 2016,Amazing,Date of stay: August 2016,"The surrounding is just breathtaking, couldnt get enough The rooms are big with a nice balcony and view of the jungle There are plenty of activities, i did the cycling twice and loved it Shuttle to ubud (30-40min) is for free The pool! loved it! Breakfast couldnt be any better, dinner is also good In case you end up graving for some snacks they dont have at the hotel: there s a minimarket in front of the security gate ;)",Positive
306,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2440-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Geni29,Geni29 wrote a review Feb 2016,A true Bali experience at its best.,Date of stay: February 2016,"The view from the pool at Padma Resort Ubud was nice, staff was very attentive and helpful. the drink price was expensive, but the place was too far from the airport. overall was meet my expectations.",Positive
307,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2265-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,ruth_treshia,ruth_treshia wrote a review Sep 2016,Amazing stay in Here,Date of stay: September 2016,"There is nothing i could say except This Resort was amazing place, i will come back again of course. Beautiful Pak and infinity pool was enjoy for relax, warm water and had a pool bar. Really wanna make u always stay in the pool haha. The food are soooo delicious have so many varieties western, asian, balinese. Jogging track, and so many things u can do in here there's yoga sunset, ahh i was so happy. If u want stay in here u must dont wanna go home. I would recommend this hotel for u all honeymooners 😄",Positive
308,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2090-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,l988ps,l988ps wrote a review Feb 2017,Highly recommend - staff amazing,Date of stay: February 2017,"There's not much else to say besides what everyone else has written. Can not fault this place. Perfect staff, breathtaking setting, delicious food, so much attention to every single detail. I was worried the restaurant would be expensive being 5 star resort but the prices were still so reasonable but the food just amazing. Padma is truely for relaxation. We had an infant with us and visited the kids club-I have never been so impressed. All staff, especially Ita, were always so excited to see him and make him smile! The Spa is like an underground cave and I had the best relaxation massage and the best manicure I have ever had. The pool-heated and beautiful. Yes I believe Ubud centre is a little distance away but there is a shuttle but we had no need to leave the Padma. My",Positive
309,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2205-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Ayu S,Ayu S wrote a review Nov 2016,Awesome meal but average service,Date of stay: November 2016,"This afternoon i stopped by at padma resort ubud to having light meal and coffee. We went to the pool restaurant and enjoyed the amazing view from our table. We ordered pizza, healthy juice and coffee. The food and beverages was awesome but the service need more improvement. The coffee came without sugar. I asked some sugar to the waiter but he didnt come to bring the sugar. I decided to took a bowl of sugar from empty used table. And at the end when i paid my bill the cashier didnt show any friendly smile to us. Overall i was really adore the ambience but the service was average.",Negative
310,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2120-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,The Yum L,The Yum L wrote a review Jan 2017,Padma Resort Ubud,Date of stay: April 2016,"This beautiful new property has stunning views out over the valley. The pool is one of the best we've seen in our travels - well worth getting up at sunrise to watch the mist rise over the mountains and get photos from the pool. It's about 40 minutes drive from Ubud, but there is a shuttle bus that makes regular trips to and from the township. With everything being new, the rooms are spacious and exquisite. When we stayed in April they had only been open for a short time and were still refining their food and beverage options. The owners clearly have a passion for art and the resort is filled with pieces by local artists.",Positive
311,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2285-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"This being our fifth visit to Bali, we decided to stay somewhere different and thus chose Padma Ubud Resort. Stayed 4 nights at the resort. And I must admit this was possibly the best trip to Bali. My family loved the greenery and lush surroundings. The heated infinity is definitely the best attraction at this hotel. The view from our room and at Puhu restaurant was simply breathtaking. Rooms were clean and spacious. Bathrooms came with separate shower and bath. And quality of service from the staff was top notch. Thank you Padma Ubud for the wonderful stay.",Positive
312,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2415-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"This brand new resort has everything that you need for a family holiday. It has a complete range of facilities & amenities, including a very clean kids' club. It also has a walking/jogging track that goes down from the main swimming pool, all the way to a small river in the valley below, complete with a pretty interesting bamboo bridge. The surrounding views of the green valley & rice terraces are also an added bonus.",Positive
313,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2135-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Mimi M,Mimi M wrote a review Jan 2017,Just WOW!,Date of stay: January 2017,"This hotel far exceeded our expectations. From the first minute we were greeted with smiles and a warm nature and this was prevalent throughout our stay. The rooms and facilities are world class and the activities provided make this hotel a place where you don't have to leave the front gates. These include daily morning yoga, a giant infinity pool, gym facilities, daily free cocktails from 4.30-6.30 in the club lounge and so much more... I strongly recommend the club lounge which gives your stay an extra exclusivity, where Debby and her crew will add the cherry on top of a truely beautiful hotel set amongst a breathtaking backdrop. We only stayed for 3 nights but really wanted to extend our stay for much longer.",Positive
314,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2040-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"This hotel has the WOW factor amazing views, hotel has the modern rooms which are gorgeous but the hotel itself has the Balinese influence! Everywhere we looked was perfect Pool is amazing Food was beautiful the staff even catered for things that were not on menu Staff went way & beyond to please us! Special mention to Bima Tomo who was always checking on my girls & I Bima is very caring & goes out of his way he truly loves his job & being in the hospitality industry love u Bima I am sorry as their was 2 people from Management cannot remember their names they will know who were so very kind & considerate towards us BIG THANK U The staff at Padma Ubud are excellent at customer service & they are genuine its not just a job to them they love what they do & it shows we",Positive
315,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or20-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,seprinazhang,seprinazhang wrote a review Jan 5,What a nice stay and alot of activities!,Date of stay: January 2021,"This hotel have everything that u need. Many activities u can join for free. Excellent staff, nicest pool, nicest breakfast & afternoon tea. Especially thank you for Mr. Lee jari made my first aerial yoga class activity more enjoyable.",Positive
316,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2115-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Ridha W,Ridha W wrote a review Jan 2017,Babymoon,Date of stay: January 2017,"This hotel is amazing, nice room with large bathtube, great view from the balcony, delicious food (wa order beef kebab and pizza), breakfast. Warm and great services. Swimming pool is very clean and awesome. Very nice experience for us, will be back here someday",Positive
317,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2375-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,LSW_10,LSW_10 wrote a review Jun 2016,A fantastic experience,Date of stay: June 2016,"This hotel is beautiful! The breakfast buffet was delicious with many food options. The buffet is included with the room which is nice and it is located on the top floor with gorgeous views of the forest. The hotel room was very clean and nicely decorated. We also enjoyed a couples massage that was decently priced. You can also get spa treatments in the town of ubud for 1/8 of the price. But the town is a good 45 minutes away with limited shuttle times. We had to order a cab and a driver for each day to explore ubud. The staff was beyond excellent best customer service I have encountered (especially from being from the US). The reason I gave 4 star instead of 5 was because of limited transportation times into the town. The first being at 11, we like to explore in the morning.",Positive
318,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2095-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,malilz,malilz wrote a review Feb 2017,Amazing,Date of stay: February 2017,"This hotel is hands down the best hotel we have ever visited. As soon as you arrive staff are so welcoming and friendly and always do their best to make your stay as enjoyable as possible. We had some issues with the adaptors in our room which they sorted it out quickly. They even organised a breakfast box for us when we told them we were going on a sunrise mountain trek. The rooms are super spacious with lovely comfy beds and a great sized bathroom. Private balcony is also wonderful. All rooms come with a private balcony. The infinity pool is amazing, as well as the swim up pool bar. The hotel spa is top notch, and all the food is of a good standard. Love having the free shuttle to take us into Ubud centre as well. Please note that it is 45 mins away from Ubud centre so if",Positive
319,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2285-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"This hotel is really something else. First of all they pick you up from and to the airport for FREE. Their check in process is something else and wonderful because it's outdoor check in where you can enjoy their welcoming drink with an amazing lemon grass. They smile all the time and they make you feel like home, the room is amazing and everyday they make a design of the towels ( elephant, crab and goose), the bed makes you don't want to get out of it, and also what I loved about their room is that they have a drying hanger where it will be hot and you can actually hang your wet clothes then early in the morning it will be dry. Breakfast is breathtaking because of the view over the infinity pool and the amazing nature. They have a shuttle from 6 am to 9 pm to ubud centre which",Positive
320,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2400-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,SpiceNSpruce,SpiceNSpruce wrote a review May 2016,"Lovely, isolated location with excellent service",Date of stay: May 2016,"This hotel is very new (it opened in February '16) and located in Payangan village, about 40 minutes from central Ubud. The isolated location makes it an excellent place to just unwind and soak in the view of the surrounding jungle. Note that the hotel is on the other side of the main road, so it does not face the Ayung river (many of the other top luxury hotels in Ubud do). There is a small river that can be reached via the jogging track, and a nice bamboo bridge. The staff and service are very accommodating and friendly, always ready to greet you with a smile. Facility-wise, the breathtaking (especially when viewed from the lounge at 4th floor), heated infinity pool is the big drawcard here. There is a pool bar, but it only opens until 6 pm. The jogging track is also",Positive
321,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2055-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,cyn7180,cyn7180 wrote a review Mar 2017,"A big, open, regal hotel in the middle of paradise",Date of stay: March 2017,"This hotel was everything I needed it to be. After a five day stay in Seminyak at a small and slightly claustrophobic hotel (nothing against the hotel, just not what I prefer), it was heaven. A beautiful hotel with lots of open space and attentive, but not smothering, service, it was an oasis. Set in the middle of the jungle, secluded, but five-star, it was perfect. A beautiful pool, lovely food, attentive service and facilities galore, it met every expectation. Of particular note was the bar attendant at the pool bar - Ecko. He was accommodating to our every need, as all the staff were, but he was real, authentic and professional. Our stay was enhanced by his mere presence. I cannot speak highly enough of his skills. As a worker in the hospitality industry at home, I know what",Positive
322,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2235-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,PinalP01,PinalP01 wrote a review Oct 2016,One of the best hotels I've stayed in!,Date of stay: October 2016,"This hotel was incredible from start to finish, checking in was a pleasure, reception is beautiful the room was spacious with a fantastic view, the restaurant served incredibly tasty food and the pool area was absolutely stunning for taking photos in the infinity pool. The hotel was quite quiet when we were there I suspect this won't last for long once the word gets out!!",Positive
323,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2435-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,2014BLT,2014BLT wrote a review Mar 2016,Lovely and quiet,Date of stay: March 2016,"This hotel was just great ! it was our fist stay in Ubud Padma Resort, and we firstly got amazed with the situation of it, the Hotel is literally in the midst of the Jungle, with nothing surrounding it, just a long sandy track that allows you to get deep in the jungle. The pool was the most amazing pool we have ever seen, of course an infinity pool with the views towards the virgin Jungle. The food was pretty good with a large list of choices that you will get sometimes stuck, however everything you get will worthwhile. Traditional food and Occidental food are available any time you want. The staff main characteristic was its Kindness and predisposition to make your stay confortable and cozy. The rooms were towards the Jungle with outstanding views as well. We just have good",Positive
324,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2020-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Sandip P,Sandip P wrote a review Apr 2017,Really good,Date of stay: April 2017,This hotel was really one of the most hotel that I would recommend in Ubud. The suites are very good with your own jacuzzi on the balcony. Service were great and food was ok The heated swimming pool was marvelous Overall very good experience.,Positive
325,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2045-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,tariq-kawari,tariq-kawari wrote a review Apr 2017,Real best hotel!,Date of stay: April 2017,"This hotel was very good, nice place and nice building hotel in ubud. The hotel is very quiet and bit far from the town, but do not worry because they have amazing restaurant and amazing staff who can serve and treat you! And i will remember till we back to padma OWEN from reception the best one staff who can treat us very good and amazing! We will back and meet with all your staff, specially owen :) see you soon 🙂",Positive
326,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2245-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Damon The Travel Guy,Damon The Travel Guy wrote a review Oct 2016,Heaven,Date of stay: October 2016,"This is a dream location, its not close to Ubud but a short trip away, just go here to chill eat and relax, take in nature and let the world go by. I would highly recomend this to any visitor to Ubud or even Bali",Negative
327,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Maureen K,Maureen K wrote a review Jan 26,The best hotel on my honeymoon,Date of stay: January 2021,"This is a very amazing hotel. I stayed during my honeymoon and their room ambience and especially the services are simply the best. A lot of activities in the hotel, great food, friendly and helpful staff. I tried jungle trekking provide by the hotel, and it was very fun. Tried the spa too it was very amazing ad reasonably priced. And at last we had a degustation dinner, the food and the decor of our table, and the ambiance is very satisfying. Good job padma hotel ubud, we definitely coming back here.",Positive
328,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Maureen K,Maureen K wrote a review Jan 26,The best hotel on my honeymoon,Date of stay: January 2021,"This is a very amazing hotel. I stayed during my honeymoon and their room ambience and especially the services are simply the best. A lot of activities in the hotel, great food, friendly and helpful staff. I tried jungle trekking provide by the hotel, and it was very fun. Tried the spa too it was very amazing ad reasonably priced. And at last we had a degustation dinner, the food and the decor of our table, and the ambiance is very satisfying. Good job padma hotel ubud, we definitely coming back here.",Positive
329,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or20-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,John D,John D wrote a review Jan 5,Really beautiful resort in the mountains with breathtaking views.,Date of stay: December 2020,"This is a wonderful place to spend a long weekend. The staff are top notch, the food is great and the location is very peaceful and relaxing. Hanging out in the infinity pool while gazing at the view is just wonderful.",Positive
330,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2080-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Alex C,Alex C wrote a review Feb 2017,6 stars - please read on,Date of stay: February 2017,"This is already a 5 star resort, the photos speak for themselves. For us, what gave this place an extra star was the customer service: 1) I asked the head waiter to help me carry out a surprise birthday cake for my wife's 40th birthday, he came out with his entire team helping with the singing. 2) Koka, (the restaurant manager?) was very attentive, and noticed my order of steamed fish didn't smell right. So he asked the chef to taste test and they both agreed it wasn't fresh, so didn't serve it. They apologised for the delay and cooked me another dish with a much fresher fish. 3) My son had a high fever, so we called the onsite nurse to visit him. Not sure how news travels internally but the next morning (he was feeling much better), as we went downstairs to the lobby, we",Negative
331,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2135-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Clara M,Clara M wrote a review Jan 2017,Incredible hotel!,Date of stay: January 2017,"This is an amazing resort set in an amazing location. One of the best resorts we have stayed and nothing like its Legian counterpart. The staff, service food and amenities are of the highest standard. Whether or not you chose to come here for a short or long break, with family or an adults only get-away you won't be disappointed. The rooms are gorgeous and the grounds with their paved and well maintained tracks up and down to the river will make you feel relaxed and refreshed. The gym is adequate, but better to get out and have a run on the running track, which is about a 3km loop, than stay indoors. The climate here is mild compared to the beach areas and the padma has accommodated for the cooler climate by heating its gorgeous infinity pool just enough to make it pleasant.",Positive
332,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2240-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,This is an excellent hotel.the hotel has a lot of good activity utilizing it great location in the middle of nature. The swimming Pool is very nice. They have one restaurant. The club lounge and the rooms for this level is great. Good benefits for club residents,Positive
333,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2325-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Miki T,Miki T wrote a review Jul 2016,Honeymoon Trip 14-17/Jul,Date of stay: July 2016,"This is first time to visit Bali and We have a great honeymoon in Padma Resort Ubud, the resort so beautiful, Swimming Pool was wonderful! Especially the room #216 view was perfect, facing the Pool view, we love it and hope that if come back can have the same room again for next time. Spa message was great. Staffs was very helpful and nice. The Restaurant food was very nice, staff are very friendly. Thanks for arrangement, we will come back again.",Positive
334,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or10-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"This is my first time visiting Padma Resort Ubud, and I am quite surprised by the variety of offered activities throughout our stay. One of our favorite activities was Afternoon Archery class. This class was taught by Mr. Kayan. He brilliantly demonstrated us the basics and the guidelines thoroughly. His explanations were easy to understand. A very friendly and easy to approach teacher for us beginners! Will definitely take another archery class on our next visit!",Positive
335,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2350-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Sarunas55,Sarunas55 wrote a review Jul 2016,Best experience ever in the Bali,Date of stay: July 2016,"This is new hotel full of good surprises. The rooms are simply amazing, as the area surrounding the hotel. The infinity pool is the A MUST see and use object with !!! warm water where you can lay down for eternity even in chilly evenings. It is huge and long and scenery from it is simply breathtaking. Personal is so helpful and polite, so nice that you feel like a star in the hotel. Feels like all attention to you alone, despite the other guests. Hotel features SPA, sport room, amazing restaurant on top floor with delicious food and service. All we tried was so good! Yammy! Also each day hotel organizes some activities for guests, like yoga, trecking, bicycling, etc. Hotel takes you from airport and will bring you back to airport free of charge. Also, it has free shuttle service",Positive
336,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2075-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,francey75,francey75 wrote a review Feb 2017,Perfection,Date of stay: February 2017,This is one of the top hotels I have ever had the pleasure of staying at. It's incredibly beautiful and everything is pristine. I've fallen in love with Bali because of the Padma. The food at the restaurant is sensational! Honestly some of the best food I've ever eaten. I give this hotel a 10 out of 10! We also enjoyed the couples massage and it was perfect! I will definitely be returning to the Padma 🙌,Positive
337,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2175-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"This is our 2nd stay in Padma Ubud, and this time is with our 2 grown up son & daughter. We again stay at 3rd floor Padma Club rooms (without club benefits) for 3 nights, which are very clean, have very comfortable beds and with a great view to the pool and forests from the balcony. The rooms have great layout and huge bathroom areas so they are really nice. Breakfast selections are excellent with a good balance between Western, Asian and Indonesian dishes, and taste very nice as well (even though some indonesian dessert porridges are little bit too sweet to our standard). We also tried their dinner buffett which also comes with very good selections and taste nice as well. Services are very nice, special thanks to their staffs and butlers (and to Daisy their nice Resources",Positive
338,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or20-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,arnoindr,arnoindr wrote a review Jan 6,First Class Service,Date of stay: January 2021,"This is our first family trip in COVID ERA and I would like to use this review to point out my appreciation to the staff at Padma Ubud. You all doing a superb job, making us guests feel safe and comfortable during our stay. From security at the gate, housekeeping, front lobby, mini zoo, etc, you all make us feel at home. I couldn't recommend more for people that are planning to stay in Ubud area to stay at Padma Ubud Resort. For all the facilities, dining experience, room condition is top notch. Couldn't ask for more.",Positive
339,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or30-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,kania_kurniawan,kania_kurniawan wrote a review Dec 2020,Still most Fav in Bali,Date of stay: December 2020,"This is our second time here. First in Aug 2019. Then Dec 2020 when pandemic strikes. So... i have comparison about their service before and at pandemic. I have to say i am impressed! Seriously, this is amazing. We have been to many hotels during pandemic. I have to say that i can seE a downgrade, some in service, some in facilities, some in amenities, some in breakfast. Yes, i know it’s not something that i need to complain because we know how hard to survive during this pandemic. BUT PLEASE PAY ATTENTION. I DON’T SEE ANY DOWNGRADE AT ALL AT PADMA UBUD, not even at simple little things. Everythings are the same as before pandemic. Amenities, buttler service, yes everything. Breakfast is also as wonderful as before. I think i don’t need to mention again about room and",Positive
340,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2145-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Danielle L,Danielle L wrote a review Jan 2017,Bliss!,Date of stay: January 2017,This is the 2nd time we've been here and absolutely love it! Can not fault it. Try the mixology class. We did it with eko and had a ball! You get to pick your own ingredients out of the beautiful garden for your cocktails. Was amazing.,Positive
341,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2440-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Dita A,Dita A wrote a review Feb 2016,Amazing honeymoon and husband's birthady at Padma Ubud,Date of stay: February 2016,"This is the first time my husband and I have stayed at Padma Ubud and we had the best experience ever during our stay at Padma Ubud, it is like small paradise in Ubud, the hotel room was spacious, the room view was amazing, fine dining and room service was excellent, infinity pool was beautiful. At this time I would like to say thank you to all staff there, especially to Deasy, Akbar, Ari, and Koka, they were so great and totally help me to arrange my husband's birthday surprise at Puhu Restaurant last Sunday. They always give the best service to us and know exactly how to pamper us. My husband and I was so happy. We really didn't want to leave and we hope to come back again, we couldn't have found a better place. W definitely in love with Padma Ubud!!!",Positive
