,page url,date-stay,date-post,nama-responden,text,title,rev
259,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1125-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"The Viceroy Bali service was outstanding. Starting with Made, our driver from the hotel who met us at the airport with cool cloths to wipe our faces after the 28 hour journey from Chicago and continued to be our driver throughout our stay to Anthony the owner of the hotel and his son who would always stop by our table to see if everything was to our liking and converse. The villa we stayed in was fantastic, no attention to detail was overlooked. We enjoyed the outdoor bathroom that included a garden shower area, plunge pool, recliners, daybed and sumptuous bath. The food and spa were A+ as well. We left feeling very relaxed.", ,Positive
260,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or225-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: July 2018,stuartjames16 wrote a review Jul 2018,stuartjames16,"The Viceroy comes with so much prestige. Awards, reviews, celebrity fans. They’ve got it all. And I’ve long wanted to visit it’s lush jungle location. As I approached the hotel, I realised my expectations were extraordinarily high. My honest experience is that when faced with such a situation, I’m often left disappointed. But I needn’t have worried. The Viceroy really lives up to the hype. And delivers by the bucketload. On arrival our deluxe villa opened out to a jungle facing infinity pool. Listening to the birdsong, and the sound of the lush green surroundings come alive every day were life affirming. Being immersed in that much nature should be prescribed for every single human being. The room’s biggest asset, however, is the level of privacy it provides. Outside of our; …",Amazing Stay at the beautiful Viceroy Villas,Positive
261,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or205-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: August 2018,Sid B wrote a review Aug 2018,Sid B,"The Viceroy exceeded our expectations from service to room quality. It is an amazing gem in the hills above Ubud. The views are stunning, the food great, and the hotel impeccable. Stay here if you get the opportunity.",Welcome to Paradise,Positive
262,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1005-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: November 2011,indo-mie wrote a review Oct 2012,indo-mie,"The Viceroy has it all...beautiful rooms, spectacular views, excellent service, amazingly friendly people, delicious food at Cascades restaurant. The local cultural experience just tops off an incredible overall experience. Thanks to all the staff at The Viceroy...we will definitely be back. Debbie and Johnny from Singapore",Live like a Queen (or King)!,Positive
263,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1185-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: April 2007,sooba_m wrote a review Sep 2007,sooba_m,"The Viceroy Hotel in Ubud is unbelievable. We stayed in a Terrace Villa with our own infinity pool that looked across a beautiful valley. Although it wasn't our honeymoon, we felt like it was! The room (massive), service, food, staff, atmosphere were all wonderful. We stayed here because of a positive review we read on this site. The reviewing couple was right. If you are looking for a romantic hotel where you will enjoy absolute privacy and the very best of everything - this is the hotel. Can't recommend it highly enough.",As close as you can get to paradise - on earth!,Positive
264,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1000-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"The Viceroy is a bit pricey compared to other resorts in Ubud, but well worth the extra money. We chose this resort because it seemed to encompass everything that we were looking for. The resort is set in the beautiful countryside with the luxury of modern comforts and we were not bothered by any bugs at all, it is set in an immaculate clean well manicured environment. I was worried that the open bathroom would be covered in bugs, but it wasn't an issue. We went for a walk to Kamandula resort next door and were so glad that we chose the Viceroy, they are worlds apart in terms of quality, luxury and overall ambience. The hotel has a great shuttle service to and from Ubud centre, it's less than 10 minutes drive, and convenient to visit the lovely restaurants, explore the; …", ,Positive
265,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or150-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: January 2019,Denise Z wrote a review Jan 2019,Denise Z,"The Viceroy is a boutique hotel about 10 minutes driving from the center of Ubud. After some additions, the hotel will be less of a boutique in years to come. The hotel sits on a cliff edge, adding dramatic views to the walks around the property. A setting in the middle of a rice field also adds a wonderful morning walk as an option each day. On a clear day, Mt Agung is visible in the distance. The staff are amongst the friendliest and most professional I have ever encountered! I could not have asked for more!!",The Perfect Escape,Positive
266,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1025-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"The Viceroy is a really nice place to stay. The rooms are very spacious and well designed. The staff are very welcoming and helpful. Cascades restaurant has some really good food to offer. We occasionally visit the restaurant for events, like Christmas &amp; New Years Eve, as well as other functions. This place is highly recommended.", ,Positive
267,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1015-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: April 2012,Carolyn S wrote a review Sep 2012,Carolyn S,"The Viceroy is a stunning hotel in every sense of the word! We stayed for an idyllic 6 nights at the end of August as part of our Honeymoon trip to Bali. The hotel itself is very elegant, the scenery is breathtaking and our villa was exceptionally comfortable. It was however the staff that made our stay truly memorable. Everyone was so friendly, nothing was ever too much trouble. For us the Viceroy had the perfect blend of grand luxury without being ostentatious or impersonal. For anyone looking for a hotel that's a bit special in Ubud then the Viceroy is the place for you!",over the top but in a good way,Positive
268,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or25-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: December 2019,Mc W wrote a review Jan 2020,Mc W,"The Viceroy is a stunningly beautiful Balinese oasis. We loved the plunge pool in our suit and the main infinity pool on the property was to die for. The food is wonderful and the hotel staff were incredibly warm, knowledgable and welcoming. To date I've never experienced better service in my life. Most of the staff have worked at the property for many years and have a sincere love for the hotel and the family who owns it. Thank you for such an incredible stay. We will definitely be back soon!",best of the best,Positive
269,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or20-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: January 2020,Lana Olifer wrote a review Jan 2020,Lana Olifer,"The Viceroy is an amazing hotel in Ubud, far enough from the hustle but close enough to town for all the bars and restaurants. The hotel offers a free shuttle which is so helpful. Our Suite was beautiful, so clean, modern and luxurious. The private cabana and infinite pool were fabulous and so nice to have our own outdoor space completely private. The main pool was always quiet too and had such gorgeous views. The breakfast was delicious, so much choice and brilliant service. The staff were incredibly helpful, friendly and gave such personal service, they always remembered our names and all the requests we had regarding allergies and they were so wonderful in making my husband's birthday surprises so special. The housekeeping staff were the best; so helpful efficient &amp; always; …",Sophisticated and boutique hotel,Positive
270,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or35-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"The Viceroy is just pure perfection. Have stayed at some pretty plush places over the years, but this certainly tops them all, and by no small amount. First, the rooms are splendid, luxuriously appointed and completely private. Our private pool was sun soaked all days with incredible views over the valley and the lush jungle. Whilst only a few minutes’ drive from the centre of Ubud, it is set back from town and there is absolutely no noise other than the teeming jungle. The beds are some of the best I have ever slept in and I slept better than I had in years. Second, the staff are incredible. They operate with near-German efficiency but are the warm and friendly. You likely won’t have any issues, such is the attention to detail, but if you do they will be dealt with promptly and; …", ,Positive
271,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or120-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: March 2019,Martin Raviraj wrote a review Apr 2019,Martin Raviraj,"The Viceroy is located a little bit outside out of the busy ubud center. The property is currently expending with 5 extra rooms. You will enjoy a great view on the lush nature from your infinite private heated pool ...! Our bed with huge and very comfy! The style of the spacious rooms are more inspired by luxury palaces instead of bamboo constructions. The staff was simply charming. It would be a mistake to stay at Viceroy without experiencing their fine dining experience at their new restaurant “Aperitif”. We had a excellent evening, really qualitative and impressed by their Belgian chef (Nik) and his staff. In a colonial style, we did enjoyed every bite ! I won’t be surprised if they get a Michelin star in the future!... they organise frequent complimentary Shuttle to go; …",Incredible stay in the Jungle.,Positive
272,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or185-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: September 2018,Kim G wrote a review Oct 2018,Kim G,"The Viceroy is the most amazing and beautiful hotel that we have ever stayed in. Every element of the Hotel was luxurious and the customer service was world class we were truly looked after. We stayed at the Viceroy for 4 days we got married here, the day was completely stress free, the venue, flowers and decorations were superb!! I had the most beautiful day and I will never forget it THANK YOU. The food at the Hotel was stunning and we really enjoyed the evening entertainment of the traditional Balinese dancers. We loved our room, the amazing view, the cute visitors of the little wild monkeys now and then on our roof ..they are so cute and we loved them!! The heated pool was our favourite it was so so relaxing !! We also visited the temple lempunyang, the hotel arranged a; …",Cascades restaurant,Positive
273,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1015-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: August 2012,augmar27 wrote a review Sep 2012,augmar27,"The Viceroy lived up to its name: regal, opulent, a bit colonial. In some ways it was a bit much for our style -- but we admit we really enjoyed it. Extraordinary (large!) villa, nice pool, simply magical views. The structure of the entry door to the villa was a bit treacherous and poorly designed-- an easy fix we hope they make! Easy to get in and out of town via their taxis; good food and nice people.",Simply Perfect,Positive
274,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1150-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: October 2009,Blonds wrote a review Oct 2009,Blonds,"The Viceroy surpassed all expectations that I had. I had been looking for a 5 star hotel in Ubud and just stumbled across it. From the time I first contacted them to the time I left there was not one detail which didn’t blow me away. We had arranged the VIP transfer so when we arrived at the airport there was no line for us! We just gave our passports and forms to a gentleman holding a sign bearing my name. He took care of the rest. We were on our way to the hotel in less than 30 mins from landing. I highly recommend this way of doing things! The actual hotel takes your breath away. Each room overlooks a valley which has a river at the bottom of it. Waking up in the morning and just looking out over it while breathing in cool, crisp air was perfection. The villas are of the; …",Breathtaking,Negative
275,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or120-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,The Viceroy was a dream stay from the moment you arrive and you're greeted with the frangipani flower crowns to your last moments in the hotel. You won't want to leave! Everything was made stress free especially as we were travelling with our 4 yr old daughter. She loved the super friendly staff and the private pool was a real hit! We recovered so well from the jetlag thanks to the amazing bed and mattress in the room and the peace and quiet. The food was excellent too and the Aperitif bar is a must see! I wish we could have tried the food in the restaurant too. The daily Ubud shuttle was a real perk to go to town and shop/see the sights etc with the help of Tukies coconut ice cream sweetening the deal for our daughter. We would stay here again at the drop of a hat., ,Positive
276,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1000-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"The view from our villa overlooking the gorge and within view of the rice fields, was stunning! The layout of the villa, with it's indoor dipping pool and reclining bed was fabulous. The resort is perfectly laid out along the edge of the gorge and the outdoor infinity pool, very inviting on a hot day. Service, from the moment we were picked up to the moment we departed, was polite and courteous. Recommendations for dining and shopping were informative and accurate. The complimentary transport to Ubud was always available and on time. We also spent a wonderful afternoon at the spa being pampered. The facilities and services were most satisfying. Definitely a place to remember and return to.", ,Positive
277,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or235-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,The villa is huge and the private pool is more than big enough for dipping in and out of. The hut over the pool is excellent for dozing during the day and for taking the room service breakfast under (at no extra charge).The reason for my trip was just to relax and unwind with my friend and we wanted to do this in a beautiful place. This was definitely one of our highlights of our Bali holiday., ,Positive
278,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1145-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: February 2010,Hansie_10 wrote a review Feb 2010,Hansie_10,"The villa is maginificant with its perfect view, very clean and large villa. Also, the staff are so professional. It is so easy to transfer to and from the villa within Ubud area. The food here is so so so delicious. The infinity pool here is perfect. Also there is no mosquito inside the villa. I recomend this villa to everyone.","Paradise, with service and friendliness",Positive
279,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1015-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"The villas are modern and clean , the views are amazing with a pool overlooking the nature and you can have your privacy , the spa was excellent perfect for honeymooners . The prices are very expensive !!! the restaurant is not that great , the food is average and expensive. You have to walk uphill to get to the reception and restaurant which is exhausting .", ,Positive
280,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1015-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: January 2012,Ghassan O wrote a review Sep 2012,Ghassan O,"There are not many places where you find such a perfect balance between friendly service and perfect hotel infrastructure. The spacious villas offer all amenities you would expect. A private pool and terrace gives you the opportunity to relax very privately. We have never been in an Asian Hotel which was that clean and well maintained - a big praise to the owner family! But the best thing of all is the kind and friendly service of the hotel crew. They are there to serve, literally! They want to make you happy with all their possibilities. Great! A lot of hotels can cut a slice out of this! We can recommend it to everybody!",Perfect spot for honeymooners,Positive
281,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1125-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: July 2010,AsiaTravellerPaul wrote a review Jul 2010,AsiaTravellerPaul,There are reviews that go around and talk about places being heaven on earth etc. All i will say is that this place is a step ahead of what you want. They never lurk or badger you... it's just done. Its there. They make everything so easy. And you will want for nothing. I've stayed in a lot of really very nice place. This is the most wonderful place on earth. Worth every penny. Just trust me.,An Oasis in an Oasis,Negative
282,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1170-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: December 2008,Karin246 wrote a review Apr 2009,Karin246,"There are so many places to choose from in Bali, it is hard to make a decision...We feel so lucky to have found a place as wonderful as the Viceroy...actually, this is the first time I have ever felt compelled to make the time to write a review- it was that good. From the enchanting views, excellent service, impeccable food, and overall strength of its character- this is the place to stay...over and over again. Do not miss the set menu at the hotel- it is delicious and very romantic. This is a quiet place perfect for those seeking retreat from their demanding lives...it did the job and much more for us- I will definitely be back.",Excellence in BALI - Luxury in Ubud,Positive
283,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or960-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: July 2013,JorgeUrenaG wrote a review Aug 2013,JorgeUrenaG,"There is only one thing better than spending a honeymoon (or any vacation for that matter) in Bali, and that is spending it here. The staff was excellent and they made our stay even more special than it would have been, going out of their way to do the little “extras”. The location is beautiful, with great views. The restaurant was also very good. We fell in love with the view of the Petanu River Gorge from the Viceroy Bar as well.",Comfortable.,Positive
284,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1070-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: November 2011,Kubra A wrote a review Nov 2011,Kubra A,There is such an air of peace and tranquility about Viceroy Ubud. The staff are amazing and deliver impeccable service in an unobtrusive way. The Deluxe Terrace Villas are beautifully appointed and clean and the grounds are wonderfully maintained. All non-alcoholic drinks in the mini bar are complimentary which is a lovely touch. The food at CasCades is of an exceptional quality and we certainly enjoyed the fine dining experience during out stay. I wouldn't hesitate to recommend this resort to anyone.,Pleasant stay at Viceroy,Positive
285,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1110-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: September 2010,kimberly_allen45 wrote a review Oct 2010,kimberly_allen45,"There really aren't enough superlatives to adequately describe the experience of staying at The Viceroy. The experience starts the moment you're picked up from the airport where once in the car you're handed a cool towel and bottle of water to refresh while being transported to the hotel. Every staff member we came into contact with during our brief stay was absolutely excellent, nothing was too much trouble. The villas are magnificent, with space a plenty and so beautifully furnished and fitted. The restaurant, with its stunning views, was superb with some of the most delicious meals I've had in many years. Everything about The Viceroy is FIRST CLASS! We were sorry to have to leave.","Spacious rooms, comfortable beds, amazing valley view",Positive
286,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or100-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: May 2019,Jenny M wrote a review May 2019,Jenny M,"This has been one of the most memorable hotel stays I’ve ever enjoyed. Definitely consider staying here if you come to Bali, not just for the accommodation and service but also for the food at Restaurant Aperitif. The villa’s sit aside a river, overlooking palm trees. It’s a beautiful view and whilst photos on a website are always designed to showcase the best of what’s on offer, they really do reflect the sense of ambience portrayed on their website. We stayed in a Deluxe Villa. It had a plunge pool outside and was large inside. I won’t go through the basic details because the photos on the web give you a fair idea, but it was a lovely room and the pool was private. We took the opportunity to enjoy Breakfast at Cascades as well as Lunches and one Dinner. The breakfast; …",Wow,Positive
287,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or115-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"This hotel has to be the best we have stayed at and exceeded our expectations. Welcomed with flower garlands cocktail and friendly reception staff. The room had a heated indoor pool which was amazing, a walk in shower and a big bed. Came back one evening to a rose petal bath which was a nice touch. Always stocked with enough water bottles in our room. The outdoor pool with the most stunning views from the infinity pool, given cold water when near the pool area. We ordered food around the pool daily because of how nice it was - including the room service, amazing! Breakfast daily had a amazing choice. Sadhu and Balik's service stood out to us too with remembering our names when they saw us. The shuttle service into the center was really helpful too which made it easy; …", ,Positive
288,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1125-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: July 2010,Mib B wrote a review Jul 2010,Mib B,"This hotel is a sparkling gem set in a beautiful setting on Bali. Form the minute you drive in near the paddy fields to the moment you leave, there is a very special air of calm and almost zen-like serenity. I stayed for just one night but will be back soon as it was a really special experience. Great, lavishly appointed rooms, superb food, a wonderful pool, a spa complex beyond description and a view that is just heaven. Can I say more - the setting and the tasteful way the accommodation, food and service have all been put together is just perfect. I met the owner/manager, Andrew, and he has dedicated so much of his personal energy to this family run business, it is a pleasure to see the success of this hotel. They even offer a free shuttle any time to the nearby town; …",A little piece of heaven in Bali,Positive
289,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1160-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: July 2009,LATraveler13 wrote a review Jul 2009,LATraveler13,"This hotel is excellent! The rooms, facilities,restaurant, staff were exceptional. We loved our week here in paradise and look forward to a return visit.",Beautiful Hotel with Very Attentive Staff,Positive
290,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or110-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"This hotel is excellent. We stayed here for 3 days and the staff was friendly, helpful and nice. The hotel has a gym for those who like to exercise during your holidays like we do. The rooms are clean, comfortable and you have enough privacy. Don’t take buggies they take ages to arrive to your room. Our friends had to wait 30 minutes for them. We’re game of thrones fans so we wanted to watch the episodes live on tv but all TVs we’re not synchronized... the sound was delayed. But that didn’t influenced our stay review.. maybe for some more picky guests it will be a bit annoying... The food is great!", ,Positive
291,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or10-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: February 2020,Leo wrote a review Jul 2020,Leo,This hotel is just a “ wooow” for honeymooners Location is perfect as its not so far from ubud center by car . The room is so comfortable as its designed in a way that you will love it . The private pool with the room is amazing and it can be heated ! As you can ask the team to do so. I really was so upset to leave that place . We got married in the time of corona before they stopped all weddings in our country and we were the last day of weddings so we were so stressed and nothing released stress as this hotel did. Staff is so kind and lovely . I highly recommend couples to experience it .,The meaning of 'Paradise!',Positive
292,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or970-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"This hotel is magnificent in every regard. We stayed four days in a deluxe garden villa and didn't want to leave. Cable TV, DVD player, iPod/iPhone connection boom box, wireless that works, a private pool, air conditioning, privacy, service that is always attentive to your every need. And the Cascades restaurant on site serving carefully prepared meals, and providing evening piano entertainment on certain nights. The food and beverage manager, Stephan, is so very nice and just sweet. The negative edge pool, spa, exercise room, all first class. Highly, highly recommended and we have traveled the world. This is our new standard of excellence. Thanks Stephan, Director Otto and each and every staff member for a memorable stay.", ,Positive
293,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or225-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,This hotel is seriously out of this world. The overall experience was seamless from checking in and being driven to your room to the exceptional service throughout our stay. This is ideally a place you want to go if you are on a honeymoon or wanting a romantic getaway. We did see a few families however who equally looked like they were having a great time. We had a terrace villa was was perfect for us. Everything was designed for the guests comfort and relaxation. The cherry on top being a heated (but not too hot) private pool with ample space for two sun loungers and a little perch for putting your feet up. The food in the Cascades restaurant was delicious with gorgeous views overlooking the valley. We recommend going for the option of having a chat with the chef to; …, ,Positive
294,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or60-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"This hotel is the best of the best. Everything about this hotel is first class from the food, to the staff, to the facilities, to our gorgeous villa (#10). Highly recommended. And if you’re looking for Bali drivers/tour guides, I can’t recommend these two gentlemen enough. From the time you step off the plane until the time you leave, they give top notch service. Always on time, always going above and beyond and ALWAYS service with a smile. Gusti: WhatsApp +62 821-4770-7270 Jony: WhatsApp +62 878-6117-7773", ,Positive
295,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or230-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: July 2018,Aus10T wrote a review Jul 2018,Aus10T,"This hotel is the definition of luxury ! From the moment you arrive , the staff is reading your mind as to what you may need or want. They all communicate so well , you never have to ask for anything twice. The rooms were perfectly set for me , my husband and our daughter. So thoughtful in every way - making sure there were three of everything. We thoroughly enjoyed every minute and are super sad to leave !",World-Class,Positive
296,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or15-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: March 2020,mohammed wrote a review Mar 2020,mohammed,"This hotel was tucked away in unspoiled nature. Seeing the steam rise from the canyon after a rain never disappointed. On the first night, monkeys were migrating through my yard. I think they wanted the welcoming fruit basket. Jero took really good care of us. It was also nice talking to Agas, who has a sister in Nashville. Everyone was so friendly. I am not a fine diner, but I can appreciate the care and effort the restaurant staff took. Edi took time to talk about the local dishes created.",Honeymoon,Positive
297,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1105-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: December 2010,cw35 wrote a review Dec 2010,cw35,"This is a beautiful hotel, great staff fantastic service and beautiful rooms a free shuttle bus into ubud makes its location fantastic. I would definately recommend it.",Probably the best I've ever stayed in,Positive
298,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1055-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"This is a terrific place to stay if you wish to be pampered. The location, just out of Ubud an perched above a steep river valley, is most attractive. The staff are delightful. Ignore previous posts regarding the food. There is now a new chef. The restaurant is very much a ""fine dining"" experience. We will be back.", ,Positive
299,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or975-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"This is an exceptional hotel/villa complex located only minutes from the centre of Ubud, in the tranquility and centre of rice paddies and overlooking the river banks and tropical landscape. We spent 5 days here and could have stayed forever, superbly equipped villas,huge bathroom, great private pool, beautiful spa facilities and superb european and balinese food in an amazing restaurant and bar pavillion, complimented by the friendliest staff we have encountered, free and informative shuttles to and from any local shops, restaurants completed a perfect stay for a birthday and wedding anniversary.", ,Positive
300,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1100-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: February 2011,TwoFrews wrote a review Feb 2011,TwoFrews,"This is my 2nd time staying in Ubud. Viceroy had made my 6 trip pleasant. Let me share with u the pros and Cons.(I am checking out in a couple of hours, still in my comfy bed in viceroy) Pros- 1. When I emailed them directly, they were very quick to respond... In fact they immediaty offer me a package that included a dinner for 2 ,a 2hr Spa Package for 2, small bottle of Moet, and VIP immigration services and airport transfers. The offer was quite irresistible, so I book the new Delux Terrace Villa. 2. At the airport, our names we held at the end of the airbridge before immigration, our passports were stamp bypassing all queues that's great, except that we were greeted by only one officer but he had to attend to another family as well, so even though we pass the queue and; …","OMG - There is a heaven on earth &amp; It is called the ""Viceroy Bali""",Positive
301,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1165-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: January 2009,mbrain007 wrote a review Jun 2009,mbrain007,"This is our second honeymoon and I must say it was perfect . Viceroy Bali is 5 mins away from Ubud town centre but surrounded by beautiful padi fields and its villas are located the edge of a hill. We stayed in Garden Villa and the room is spacious yet cosy . The bathroom is the biggest I have ever seen! There is also a small pool , good for dipping on a hot day . Unlike some resorts that I have stayed in Bali , this resort is not only clean but very well maintained. Breakfast is alcarte , but very sumptious and delicious which can be served at your villa or at the Cacades restaurant. The conceirge are also very helpful and well equipped with local knowledge . Transportation to town by the hotel, back and forth is always very fast and efficent. We also rented; …",Outstanding!,Positive
302,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or115-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: March 2019,Guðrún S wrote a review Apr 2019,Guðrún S,"This is really a luxury ‘top end’ hotel. They provide real luxury but it’s relaxed, informal and very comfortable. The villa’s are brilliant, get views and real privacy. Sitting in a pool looking over the valley and jungle. Great food, a breakfast you look forward to each morning. The staff, they are really, genuinely, friendly people. The staff seem very happy. Margaret and Otto have developed a real team here. Obviously we really enjoyed our stay, we feel relaxed and privileged to have had our stay at the Viceroy.",Good food - good service - beautiful quiet place,Positive
303,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or140-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: January 2019,PottyP wrote a review Jan 2019,PottyP,"This is the best villa-style suite I have stayed at. The interior design and bathroom are exquisite. And the private pool was nice and warm with a beautiful view and gazebo to relax in. Other villas were more ""rustic"" but this one was like a 5-star hotel room in a villa-style setting, so we loved it. I highly recommend staying at Viceroy Bali if you're in Ubud.",Beyond Our Expectations!,Positive
304,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or200-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,This is the most beautiful hotel I have stayed in my life. I have no words to describe it. It is situated right in the jungle with an amazing view. The bungalow style rooms in traditional style have their own pool are absolutely amazing. Beautifully decorated and all details taken care of. It would be as well a perfect honeymoon location. The service goes beyond and above and will definitely not disappoint you. Excellent Hotel which keeps up to the standards. Highly recommendable!!, ,Positive
305,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or990-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: November 2012,DSColorado wrote a review Dec 2012,DSColorado,"This is without a doubt the best Hotel in Ubud! The Villas are amazing and beautifully Conceived, The view is stunning, The food is first class Cuisine that any Chef in Europe would be proud of and the Service is friendly with great attention paid to detail. I would reccomend this place to anyone looking for a touch of class and a romantic setting.",Absolutely perfect!,Positive
